[2021-10-19T15:59:32.359Z]	<Nick_Meyne>	present+
[2021-10-19T16:21:42.325Z]	<Mahmoud>	Juan: I was going to say lately the convo in dif interop and DIF generally has focused alot on breaking interop targets down to smaller pieces and larger pieces at the same time. Starting to think about interop across different targets and priorities
[2021-10-19T16:22:36.291Z]	<Mahmoud>	...: Changing it to be across different Topic, if you want people in the room who know did:comm and presentation exchange and jwt based systems today. I don't think there's a meta-interop worth doing. If you want to prioritize having people who know X or Y i think theres a different place for it
[2021-10-19T16:22:37.738Z]	<mprorock>	interop around definite use cases, and sometimes industry verticals can be very helpful - thought sometimes that means working with the big guys if you want to get something broadly adopted, and sometimes that can be difficult for a variety of reasons
[2021-10-19T16:22:44.541Z]	<identitywoman>	woopwoop WACI-PEx
[2021-10-19T16:22:49.698Z]	<mprorock>	q?
[2021-10-19T16:22:51.582Z]	<Mahmoud>	...: would recommend looking into the WACI-PEX group
[2021-10-19T16:22:55.544Z]	<identitywoman>	came out of IIW 32 done by IIW 33!!!
[2021-10-19T16:23:31.980Z]	<Mahmoud>	...: even when i cochaired that group, and it was aimed at certain targets and product roadmaps or goals.
[2021-10-19T16:23:36.611Z]	<mprorock>	ack agropper_
[2021-10-19T16:25:17.884Z]	<Manu_Sporny>	q+ to suggest that Adrian creates a Work Item to document that -- just start off w/ a Google Doc.
[2021-10-19T16:25:20.661Z]	<Mahmoud>	agropper: I have the benefit of a huge experience with regulatory capture and interop and standards and trust framework due to my career, and the work we are doing here has huge human rights implications which are second to none, which are not being addressed. I think the community, generally, is making a huge mistake by not highlighting these human rights issues and regulatory capture issues, because i think we have too much at stake in non-tech ways to pretend this is just about crypto
[2021-10-19T16:25:41.992Z]	<bobwyman>	present+
[2021-10-19T16:25:50.429Z]	<by_caballero>	+1 to manu, a google doc could be a great start to a CCG work item that helps create a home for those issues!
[2021-10-19T16:25:53.130Z]	<mprorock>	ack manu
[2021-10-19T16:25:57.167Z]	<Mahmoud>	mprorock: acknowledged and agreed as a general principle
[2021-10-19T16:26:46.848Z]	<mprorock>	+1 manu
[2021-10-19T16:27:17.652Z]	<Mahmoud>	manu: i think we as a community have not done a good job about writing about it, so i encourage anyone who thinks we can do better to open a google doc or something to share with others. DID: core for example had objectors and we had nothing to point to even if we had considered it for a long time. I expect same issue for human rights will pop up. I suggest people most passionate about to write down their thoughts so they're reference-able
[2021-10-19T16:27:20.631Z]	<mprorock>	q?
[2021-10-19T16:27:39.430Z]	<agropper_>	q+
[2021-10-19T16:27:42.875Z]	<Dmitri_Z>	present+
[2021-10-19T16:27:51.499Z]	<Mahmoud>	mprorock: i know many of us are juggling many roles that affect our companies and these are important issues, and do need definite wokr done aroudn them
[2021-10-19T16:28:06.917Z]	<mprorock>	ack agropper_
[2021-10-19T16:28:20.861Z]	<Orie>	present+
[2021-10-19T16:28:27.028Z]	<Heather_Vescent>	q+
[2021-10-19T16:28:58.672Z]	<Mahmoud>	Agropper_: saying a google doc would surface is not what im saying per se, I was referring to heathers IIW comments. There needs to be a concerted effort maybe by the chairs to bring the various interop issues into one place, if that is CCG then it can become a work item of some sort. Right now its scattered.
[2021-10-19T16:29:16.772Z]	<mprorock>	ack Heather
[2021-10-19T16:29:41.490Z]	<TallTed>	q+ to suggest a new Community Group or whatever to focus on "ethics of (some) tech", rather than trying to turn existing explicitly tech-focused groups into ethics-focused
[2021-10-19T16:29:44.493Z]	<Manu_Sporny>	+1 to what Mike just said, the only way things get done here is when people step up to do the work.
[2021-10-19T16:30:40.092Z]	<mprorock>	+1 ted - interest group etc is probably right venue - look forward to your comments
[2021-10-19T16:30:41.795Z]	<Orie>	I'm pretty sure standards is 99% suggesting work for other folks to do sadly... but only people who do work, actually move the standard forward :)
[2021-10-19T16:30:45.238Z]	<Manu_Sporny>	+1 to what Heather is saying wrt. do-ocracy.
[2021-10-19T16:31:04.167Z]	<Manu_Sporny>	Also, the Chairs aren't Interoperability Gods, as much as I wish that were true. :P
[2021-10-19T16:31:17.805Z]	<Mahmoud>	heather: just want to put support to manus suggestion to create a work item to address these things, best idea is first to write about it. Suggest going for DO-oracy
I would like to comment on yours Adrian it sounded like the chairs of CCG should make an effort to rally folks around an interop conversation. and as a volunteer chair, thats way beyond the scope, I would lvoe to do that but its way beyond the scope of what the chair role is. its an extremely heavy ask for people in volunteer roles.
[2021-10-19T16:31:19.623Z]	<mprorock>	lol @manu - wouldn't that be nice
[2021-10-19T16:31:39.990Z]	<agropper_>	Where does leadership come from in CCG?
[2021-10-19T16:31:47.361Z]	<TallTed>	q?
[2021-10-19T16:32:00.206Z]	<rgrant>	q+ to suggest that work items should not create burden for the chairs
[2021-10-19T16:32:04.413Z]	<Manu_Sporny>	I think the answer is "not only from the Chairs"
[2021-10-19T16:32:23.861Z]	<Mahmoud>	...: i don't have the energy or motivation to rally those in a volunteer role. maybe DHS or someone can make money on the table to make it happen to make them cooperate, but without some kind of focused incentive, i just don't have lots of faith. Despite how much i love the idea
[2021-10-19T16:32:30.551Z]	<mprorock>	ack TallTed
[2021-10-19T16:32:30.660Z]	<agropper_>	q+
[2021-10-19T16:32:55.890Z]	<Heather_Vescent>	+100 do not volunteer anyone to anyone.
[2021-10-19T16:33:49.320Z]	<agropper_>	"ethics police" ?
[2021-10-19T16:34:24.009Z]	<mprorock>	From the CCG Charter - what we are scoped to work on: "The mission of the W3C Credentials Community Group is to explore the creation, storage, presentation, verification, and user control of credentials."
[2021-10-19T16:35:14.728Z]	<mprorock>	continuing quote: "In general, the topics that are “in scope” include anything related to enabling interoperable credentials on the Web."
[2021-10-19T16:35:45.053Z]	<Mahmoud>	Ted: Do not volunteer anyone else to do something, people get resentful. The groups were in here and elsewhere, are all technically focused we are not the ethics police in any way shape or form. I don't think it'll grab great footholds, to change explicit chartered groups to something different before you go back to your existing work. You're asking for policing ethics. Which adheres to your ethics which may or may not be what other peoples ethics. Creating of groups that focus on ethics or other peoples ethics. There are doctors who don't practice as doctors as they look into ethics of treatment patterns or patient pools etc etc. There are concerns there there are other people who carry the ethics baton and suggest that it would be a good idea if every doctor gave an hour a week of pro bono treatment etc.
[2021-10-19T16:36:05.144Z]	<rgrant>	TallTed: +1 to enabling interoperable credentials as inherently ethical
[2021-10-19T16:36:12.001Z]	<Manu_Sporny>	+1 to what Ted is saying ... it's resonating deeply with me.
[2021-10-19T16:36:15.191Z]	<mprorock>	+1 TallTed
[2021-10-19T16:36:31.253Z]	<Mahmoud>	...: it is frustrating to me to hear the tech i am working on is ethically lacking, that the work i am doing is ethically lacking and the effor i am doing is lacking. I see enabling interoperability as quite ethical
[2021-10-19T16:36:36.310Z]	<Heather_Vescent>	+1 enabling interop is ethical.
[2021-10-19T16:37:22.815Z]	<agropper_>	+1 to enabling interoperability is ethical
[2021-10-19T16:37:29.771Z]	<Manu_Sporny>	q+ to provide W3C Vision document that strikes off in this direction...
[2021-10-19T16:37:29.868Z]	<Mahmoud>	...: it opens sphere to people who couldn't afford the access to the bigger things. this is all ethical to me, you may disagree and think otherwise. if you think the W3 is unethical or the CCG is unethical there are paths to resolve that, thats where this stuff should go
[2021-10-19T16:37:30.718Z]	<by_caballero>	open standards are more ethical than after-the-fact (or royalty-incurring) standards, wherever they happen
[2021-10-19T16:37:38.340Z]	<Mahmoud>	@ted please review my scribe comments
[2021-10-19T16:37:45.904Z]	<Heather_Vescent>	+1 Ted. Thank you.
[2021-10-19T16:37:47.352Z]	<Mahmoud>	lots there and not sure if i got it with the correct intention
[2021-10-19T16:38:14.047Z]	<Mahmoud>	mprorock: big +1. Theres lots of people on the call with varied views on ethics.
[2021-10-19T16:38:15.560Z]	<mprorock>	ack rgrant
[2021-10-19T16:38:15.945Z]	<TallTed>	thanks, Mahmoud, will do
[2021-10-19T16:38:22.495Z]	<mprorock>	q?
[2021-10-19T16:39:15.981Z]	<Heather_Vescent>	Ryan, we have several kinds of work items, they are enumerated here: https://w3c-ccg.github.io/workitem-process/
[2021-10-19T16:39:31.086Z]	<Mahmoud>	rgrant: first of all thanks Ted thats  great. theres some imperfect decentralization in the group. in a perfectly decentralized group all work items would occur without coordination or work from the chairs. We may want to define a few different work items with expectations of reports and coordination. I think heather sees some value in that i think we don't need to burn the chairs with this.
[2021-10-19T16:39:46.656Z]	<Mahmoud>	...: the CCG could be more scalable if we set expectations for more decentralization most of the time
[2021-10-19T16:39:48.239Z]	<Heather_Vescent>	And also described on this slide of the CCG 101 deck: https://docs.google.com/presentation/d/15BfjGKHEski3k1uFh88gNQcSYV0Laemx/edit#slide=id.ga17d661a28_0_22
[2021-10-19T16:40:03.352Z]	<Heather_Vescent>	q+
[2021-10-19T16:40:11.556Z]	<Heather_Vescent>	(If you want me to go over the work item types)
[2021-10-19T16:40:18.995Z]	<Mahmoud>	mprorock: we have tackled some of these things, stuff like VC-EDU and other links heather has outlined.
[2021-10-19T16:40:21.907Z]	<mprorock>	q?
[2021-10-19T16:40:23.388Z]	<rgrant>	thanks both for the reminders in those links
[2021-10-19T16:40:32.912Z]	<mprorock>	ack agropper_
[2021-10-19T16:41:01.461Z]	<Manu_Sporny>	hrm... this is my skeptical face -- I remember a particular thread about "digital slavery" :)
[2021-10-19T16:41:07.247Z]	<Mahmoud>	agropper: i have never implied that the work were doing is unethical to the extent that term was somewhat applied to me or in the positive or negative sense. I think thats inappropriate. what i did raise as an issue is the leadership issue.
[2021-10-19T16:41:10.046Z]	<TallTed>	q+ to talk about where leadership comes from
[2021-10-19T16:41:31.153Z]	<by_caballero>	/me scowls in OAuth
[2021-10-19T16:41:45.231Z]	<Manu_Sporny>	/me lols
[2021-10-19T16:42:12.122Z]	<Mahmoud>	...: My point is i am not in a leadership position, I am here for the purpose i hope i am serving which is to point out human rights issues and offer ethical perspectives. The reason i raise this is because the leadership for dealing with these issues is not goign t o come from an invited expert in any of these groups.
[2021-10-19T16:42:32.372Z]	<mprorock>	ack Manu
[2021-10-19T16:42:35.552Z]	<Mahmoud>	mprorock: in CCG we have no notion of an invited expert, we are open to anyone who wants to join up. Not sure what an invited expert is.
[2021-10-19T16:43:05.408Z]	<Manu_Sporny>	W3C Vision: https://github.com/WebStandardsFuture/Vision#introduction
[2021-10-19T16:43:11.085Z]	<Mahmoud>	Manu: would like to go back to IIW recap. i did want to point to places where this conversation is going on. there is a W3C vision document, if you have a thought on it riase an issue.
[2021-10-19T16:43:30.077Z]	<Mahmoud>	...: it talks about the web being for people and individuals, about us and the damage we've caused for the web
[2021-10-19T16:43:43.545Z]	<Manu_Sporny>	https://www.w3.org/Consortium/cepc/
[2021-10-19T16:44:00.752Z]	<mprorock>	+1 manu - no one is saying that ethics aren't important, but that they have a home and are broader reaching than this group - this group is focused on interop around credentials
[2021-10-19T16:44:07.862Z]	<Mahmoud>	...: and the good things we've done! We have a code of Ethics and Professional Conduct which ahas w3c buyoff. this is not the group to discuss it, there is a group there please provide input there.
[2021-10-19T16:44:14.466Z]	<agropper_>	This was one of the more popular sessions at IIW: The Self Sovereign Identity Revolution will Not be B2B https://docs.google.com/document/d/1TdpExrGc_98akMmKV3P1Ac5_DmX1EAlaOLdrpSP5VQc/edit
[2021-10-19T16:44:40.877Z]	<identitywoman>	In terms of Interop moving forward - the German folks who have about 70 projects working on interop in their context are coming to the DIF Interoperability Group next week 6am pacific Wednesday - I will be sure to send the information to call in to that to the list - the call is non IPR protected and open to all.
[2021-10-19T16:45:35.147Z]	<mprorock>	it is about identifying and leading to consensus
[2021-10-19T16:45:45.098Z]	<by_caballero>	+1
[2021-10-19T16:45:50.717Z]	<Mahmoud>	...: second opinion is on I'm an invited expert etc. This is not how this community and or w3c works. By doing something you are providing leadership. Concrete example working in w3c i wrote the first 2-3 standards as an invited expert, we didn't have voting capacity at w3c and it got through the system. tis absolutly possible to get stuff through w3c without being in a leadership position its all about rolling up your sleeve and doing the work. Having said that i appreciate your input and current work you're doing. im not saying that to diminish the work you're doing
[2021-10-19T16:45:58.680Z]	<by_caballero>	super-connecters are vital in this decentralized topography
[2021-10-19T16:46:04.842Z]	<Mahmoud>	...: i don't want people to get the false impression you are powerless. Pick up a pen and start writing
[2021-10-19T16:46:22.962Z]	<mprorock>	q?
[2021-10-19T16:46:31.920Z]	<mprorock>	ack Heather
[2021-10-19T16:46:42.916Z]	<agropper_>	+1 Manu
[2021-10-19T16:48:00.589Z]	<Mahmoud>	Heather: I liked a lot of what you said, i put links for work items and types of work items. We have a bucket for whatever type of item you want t owork on, if you're not sure what kind of item it is come to me. Additionally while manu is right that anyone can do a work item here, it can be intimidating at first. Speaking from experience, I never did becasue the process seems too much. If thats how you feel I am happy to shepherd you through this process, being a lead in it and so its setup for success so yo ucan navigate the process as a chair.
[2021-10-19T16:48:14.314Z]	<Manu_Sporny>	Yes, agreed, the process can be intimidating... working with the sorts of people at W3C (literally the people that invented the Internet and the Web) can be intimidating... and they're people, and a lot of them are really super nice people that want to help you succeed.
[2021-10-19T16:48:51.709Z]	<mprorock>	honestly engage with PING etc
[2021-10-19T16:49:06.419Z]	<Manu_Sporny>	Yes, exactly ^^^ PING would be a good place to start
[2021-10-19T16:49:17.654Z]	<Mahmoud>	...: specifically to your comments I sincerely appreciate your perspective, I think what you want to do is thought leadership. I might invite you to start writing about this as folks have suggested, or find some folks that are likeminded or opposite of yours to collaborate on a document. you can have this be a CCG work item or not a work item. We can release that as a commentary.
[2021-10-19T16:50:14.188Z]	<mprorock>	ack Ted
[2021-10-19T16:50:14.743Z]	<Mahmoud>	mprorock: echoing sentiment, reach out to all chairs. Happy to discuss. Orie shepherded me through a few of those and still does.
[2021-10-19T16:50:21.348Z]	<TallTed>	1. Leadership comes from within, more by example than anything else.
[2021-10-19T16:50:21.420Z]	<TallTed>	2. Ethical action includes paying attention to "human rights" concerns, as part of a universe of concerns.
[2021-10-19T16:50:21.518Z]	<TallTed>	3. Horizontal review of W3 work would include the groups Manu points to, and that might be the best path to getting specific human rights or other concerns addressed by any given spec (cf Privacy WG, Accessibility WG, among others)
[2021-10-19T16:50:34.672Z]	<mprorock>	q?
[2021-10-19T16:50:57.108Z]	<Orie>	I giveth TallTed the title of Chief Process Officer :)
[2021-10-19T16:51:02.382Z]	<Heather_Vescent>	+1
[2021-10-19T16:51:08.891Z]	<mprorock>	+1 Orie - so it is written
[2021-10-19T16:51:14.132Z]	<mprorock>	so say we all
[2021-10-19T16:51:21.153Z]	<Orie>	sry have to drop
[2021-10-19T16:51:21.908Z]	<agropper_>	q+
[2021-10-19T16:51:35.440Z]	<mprorock>	q?
[2021-10-19T16:51:39.641Z]	<mprorock>	ack Tall
[2021-10-19T16:51:51.851Z]	<Wayne>	present+
[2021-10-19T16:51:55.005Z]	<Mahmoud>	ted: Leadership comes from within, from each of us and the group, you may notice I have no title relevant to CCG, the best way to lead is to lead by example, if you write an ethics based document, it will either get buy in or it wont, if it does, we're on the same page, either your work is clear or theres a discussion that can happen.
[2021-10-19T16:52:03.903Z]	<Manu_Sporny>	Is Ted a leader in the community -- absolutely -- by leading by example, the only part of any title we care about here is "what part of the process is the person with that title expected to execute"... and it ends pretty much there.
[2021-10-19T16:52:30.119Z]	<mprorock>	+1 Tall
[2021-10-19T16:53:11.223Z]	<mprorock>	+1 TallTed - horiz review is highly important - PING hits a lot of these topics directly and is a part of that process
[2021-10-19T16:54:30.795Z]	<Mahmoud>	...: Horizontal review,  any document that goes to the reg track, which means that it is put out to all working groups that exist including privacy and accessibility. to make sure the documents are accessible to anyone who wants to access them. there are ways to build the document to people who are blind. The privacy has understanding of things tha tmost people in tech don't. This thing you are doing will expose private info as an example. They are there to address the privacy concerns. An ethics or human rights group could easily be a thing, and it needs to have a charter, and its charter might be to review specs and raise concerns. I think this will go a long way to what you are trying to do here.
[2021-10-19T16:55:41.235Z]	<mprorock>	ack agropp
[2021-10-19T16:55:43.895Z]	<Mahmoud>	mprorock: echoing that the privacy group or PING, thats probably where you want to be engaging it doesn't mean its not important but each of these groups have a focus, ours is a interop around credentials. as a group our goal is to move those items forward
[2021-10-19T16:55:44.542Z]	<mprorock>	q?
[2021-10-19T16:56:29.608Z]	<Heather_Vescent>	Adrian - believe me I know how difficult this community is for non-tech people.
[2021-10-19T16:56:49.743Z]	<Mahmoud>	agropper: ill just say that you have no idea how unlikely it is for this group, given how much of a tech focus you have to be able to inclusive of non-tech perspective, i hae reachedc out to critics, and the people that would represent diversity of opinion of this and many other groups always without exception refuse to participate because of the structure.
[2021-10-19T16:56:53.045Z]	<mprorock>	lol @Heather - you absolutely have fought that uphill battle
[2021-10-19T16:57:20.702Z]	<Manu_Sporny>	q+ to speak about ACLU as a counter-example, but not diminish Adrian's point.
[2021-10-19T16:57:36.967Z]	<mprorock>	ack Manu
[2021-10-19T16:57:37.539Z]	<identitywoman>	what regulatory capture are you worried about?
[2021-10-19T16:57:40.361Z]	<Heather_Vescent>	that's not what we are saying Adrian. We are saying to put your concerns in words and push publish somewhere on the interenet.
[2021-10-19T16:57:48.358Z]	<Mahmoud>	apgropper: i constantly try to engage with a more diverse audience, sure you can look to PING but to tell me all i have to do is look for a charter, you are not hearing what I have to say about reg capture and leadership of DHS. you're just not hearing me
[2021-10-19T16:57:57.704Z]	<bobwyman>	What is the alternative to writing a charter?
[2021-10-19T16:58:02.309Z]	<TallTed>	q+ to ask not to impugn motivation
[2021-10-19T16:58:15.310Z]	<Heather_Vescent>	Reminder: next week is TPAC presentation
[2021-10-19T16:58:17.381Z]	<Mahmoud>	agropper: folks are here for a particular reason which is B2B.
[2021-10-19T16:58:18.346Z]	<identitywoman>	You should take the advice that people are giving you - write it down and make it clearer
[2021-10-19T16:58:27.151Z]	<mprorock>	strongly disagree as well
[2021-10-19T16:58:37.171Z]	<Heather_Vescent>	And community, do we want to give space to recap IIW again in a future meeting?
[2021-10-19T16:58:45.059Z]	<by_caballero>	i too would work somewhere better-paying if I cared less than 100% about human rights
[2021-10-19T16:58:52.072Z]	<Heather_Vescent>	+1 Juan
[2021-10-19T16:58:54.509Z]	<TallTed>	+1 to IIW review next week
[2021-10-19T16:58:54.523Z]	<by_caballero>	there have certainly been better-paying offers
[2021-10-19T16:59:14.181Z]	<identitywoman>	Have you sat down and looked Anil in the eyes and talked with him?
[2021-10-19T16:59:18.992Z]	<mprorock>	time note FYI
[2021-10-19T16:59:22.344Z]	<Heather_Vescent>	Ted, next week is TPAC presentation, but maybe we can also spend some time on IIW, after we finish that deck.
[2021-10-19T16:59:48.044Z]	<Heather_Vescent>	noted Mike. Today has been on fire lol.
[2021-10-19T16:59:48.808Z]	<TallTed>	+1 IIW review in nearish-future meeting :-)
[2021-10-19T16:59:49.433Z]	<identitywoman>	I've been talking to the ACLU for years - they are positively inclined to the VC work
[2021-10-19T17:00:07.615Z]	<mprorock>	+1 identity
[2021-10-19T17:00:16.226Z]	<Mahmoud>	Manu: I hear you and disagree very strong. We started our company to change the way our tech is being used, its upsetting to hear motives being impugned. Giving you benefit of doubt that it isn't what you're intending. 
I personally reached out to ACLU, and have had conversation with them to include them into this group and have this conversation with them. They have technologist on staff, and we take comments from them in consideration. I think its very inaccurate to suggest that work is not going on when we have explicit examples of it happening. I don't think the situation is as dire as you're painting it
[2021-10-19T17:00:24.579Z]	<mprorock>	ack TallTed
[2021-10-19T17:01:17.258Z]	<bobwyman>	Adrian: I'm not here for B2B. I'm here to find ways to empower people to exercise their rights. We're not all in thrall to corporate interests.
[2021-10-19T17:01:43.207Z]	<mprorock>	+1 bob
[2021-10-19T17:02:06.453Z]	<Heather_Vescent>	+1 Ted
[2021-10-19T17:02:19.790Z]	<mprorock>	getting tired of quoting this btw - but - https://www.w3.org/Consortium/cepc/
[2021-10-19T17:02:34.234Z]	<Mahmoud>	Ted: This is going to be pointed and focused at adrian. Stop impugning peoples motivations. You have a particular perspective on the world, and the way you present it makes me not want to hear it, where i don't want to see your name on an email and a pull request etc. and I'm sick of it, you're not an invited expert you're here as a community member. Community groups are different, our motivation is different. Even there are not strictly financial. The hours we put on this is not revenue generating, its not intended to be. It is insulting to suggest otherwise.
[2021-10-19T17:02:51.338Z]	<by_caballero>	/me <3
[2021-10-19T17:03:19.017Z]	<Manu_Sporny>	Thanks all! :)
[2021-10-19T17:03:28.307Z]	<by_caballero>	still recording btw
[2021-10-19T17:03:43.669Z]	<Manu_Sporny>	+1 to talking about IIW stuff, please start thread with items.
[2021-10-19T17:06:46.996Z]	<Manu_Sporny>	present+
