[Tue 11:02:28] <manu>	Agenda: https://lists.w3.org/Archives/Public/public-webpayments-ig/2016Nov/0025.html
[Tue 11:09:55] <burn>	manu:  we moved the specs so they would have their own issue trackers.
[Tue 11:10:03] *	nage (~nathan.george@public.cloak) has joined #vctf
[Tue 11:10:11] <dlongley>	manu: Just really quickly, for those that are new for how we do things at W3C... giving some background on why we moved the specs... Typically the way W3C does things now is you move each spec to its own github repo and it gets its own issue tracker. The trackers are linked off the spec, so you can add issues in the issue tracker. Anyone with a github account can do that, if not, you can send an email to the mailing list and we'll create it for you.
[Tue 11:10:28] *	burn thanks dlongley
[Tue 11:11:02] <dlongley>	manu: We did this in preparation for handing these repos over to a WG. We're currently a task force... real work starts when the WG starts, so that's why things have moved around. Other thing to note is that Phil Archer is adding the use cases as a deliverable for the WG. It wasn't before but he thought it was a good idea for this group to keep cleaning up the use cases and incubating.
[Tue 11:11:09] <dlongley>	manu: Specs haven't changed, they've just got new homes.
[Tue 11:11:08] <Drummond>	Topic: Status of W3M Charter Review
[Tue 11:11:08] <Drummond>	I joined late so I may have missed it - any update on progress towards becoming a formal working group?
[Tue 11:11:09] <manu>	manu: Drummond, nothing new, we expect to hear something in the next week or two from W3C Management.
[Tue 11:11:16] <burn>	Topic: Call for review
[Tue 11:11:16] *	erkorb_rm (~eric.korb@public.cloak) has joined #vctf
[Tue 11:11:26] *	manu Drummond, not yet, it's at W3M review...
[Tue 11:11:43] <manu>	burn: We'd like to encourage everyone to review those documents, please do review them over next 1-2 weeks.
[Tue 11:11:57] <manu>	burn: Any questions or suggestions, please do that. We'll go through issues as we have time on the calls.
[Tue 11:12:08] <manu>	q+ to request volunteers for reviews.
[Tue 11:12:08] <voip-vctf>	manu has been added to the queue: manu
[Tue 11:12:31] <voip-vctf>	Nathan George [SIP/sip2sip.info-00000161] has joined the conference.
[Tue 11:12:50] <manu>	burn: I will go through issue raising process. Any review is helpful, but any questions/comments are good. If you don't like general direction, we'd like to know sooner rather than later.
[Tue 11:12:55] <dlongley>	q?
[Tue 11:12:55] <voip-vctf>	The current speaker queue is: manu
[Tue 11:13:21] <voip-vctf>	19082515759 [SIP/69.65.34.216-00000162] has joined the conference.
[Tue 11:13:34] <manu>	joeA: In a previous meeting, use cases for CSV on the Web, I'll include that in my review - are there any other exemplars that I may be pointed to? Of other W3C use cases.
[Tue 11:13:46] <manu>	ShaneM: The digital publishing IG has a really rich use cases document. Let me find the link for you.
[Tue 11:13:52] <manu>	voip: 162 is EricKorb
[Tue 11:13:52] <voip-vctf>	Associated EricKorb with SIP/69.65.34.216-00000162.
[Tue 11:14:14] <manu>	jonnycrunch: I'm on the HL7 side, we use the W3C spec format quite a bit.
[Tue 11:14:22] <manu>	q?
[Tue 11:14:22] <voip-vctf>	The current speaker queue is: manu
[Tue 11:14:58] <dlongley>	manu: Could we get some volunteers to get people down on the record for doing reviews? Typically if we ask, it won't happen unless people get on the record to do it. Volunteers to do reviews over next 2-3 weeks?
[Tue 11:15:00] <jonnycrunch>	jonnycrunch volunteers
[Tue 11:15:03] <manu>	joeA: I will do a review
[Tue 11:15:10] <manu>	JonHolt: I will review
[Tue 11:15:14] <JohnTib>	I'll volunteer for review
[Tue 11:15:19] <manu>	Migus: I will do a review
[Tue 11:15:27] <manu>	Tibbetts: I will do a Review
[Tue 11:15:43] <ShaneM>	Here are some dpub use cases: http://w3c.github.io/dpub-pwp-ucr/index.html
[Tue 11:15:50] <manu>	ack manu
[Tue 11:15:50] <voip-vctf>	manu has the floor (to request volunteers for reviews.).
[Tue 11:14:18] <burn>	Topic: Brief review of adding issues in GitHub
[Tue 11:15:53] <dlongley>	manu: Issues in the issues tracker, as you find them in the spec, please write them in the issue tracker or they will get lost.
[Tue 11:15:55] <burn>	issues for the spec:  https://github.com/opencreds/vc-data-model/issues
[Tue 11:16:38] <manu>	burn: I had one question about how to use github. Any developer that has used github knows what to do. Every one of you can go to the link above and see the issues. 
[Tue 11:17:03] <manu>	burn: The issues are publicly visible, in order to add an issue, you'll have to create an account. Like any online service today. When you do that, you can go to issue tracker link.
[Tue 11:17:36] <manu>	burn: In upper right, there is a "New issue" button that you can click on. you will have the ability to create a title and a description. Please do both. Give a thorough description. Then submit new issue, it's that simple.
[Tue 11:18:40] <manu>	burn: Many of the existing issues have labels, privacy, security, every group ends up with its own process as it goes forward. I know this group has a way in which its been working so far. When you  put an issue in, don't label it. That is something the chairs and editors can go through and prioritize. Whether you piroritize or not, we'll have to change the labels. The labels are for people that need to organize the work.
[Tue 11:18:49] <manu>	burn: The point is, don't worry about the labels.
[Tue 11:19:10] <manu>	burn: As far as discussion goes, this is something that groups vary on. The mailing lists are archived, typically.
[Tue 11:19:21] <manu>	q+ to mention tying issues to mailing list.
[Tue 11:19:21] <voip-vctf>	manu has been added to the queue: manu
[Tue 11:20:07] <manu>	burn: We should have much of discussion on issue tracker. For now, go ahead and feel free to discuss issues in issue tracker. Editors will be looking for significant issue that we're concerned that people in the group are not aware of, we may send a reminder to the mailin glist or encourage discussion on mailin glist.
[Tue 11:20:23] <manu>	burn: We may have different travel schedules, any disagreements.
[Tue 11:20:38] <ShaneM>	I don't mind relaying the github discussions to a mailing list.  That's what web payments does.
[Tue 11:20:41] <JohnTib>	q+
[Tue 11:20:41] <voip-vctf>	JohnTib has been added to the queue: manu, JohnTib
[Tue 11:21:34] <dlongley>	manu: We haven't been using the issue tracker in this group and that will change as we move into a WG. There are two ways of doing this is that you tie the issue emails to the mailing list. Every time someone comments on the issue it goes to the mailing list. And you can then communicate either way and your comment will come through. What most groups tend to do is to tell the WG participants to go and subscribe, click the "watch" button on the repo.
[Tue 11:21:53] <dlongley>	manu: Then you will get emails every time someone makes a comment on an issue or does a pull request. Then you can use your email filtering software to put that into a particular folder.
[Tue 11:22:02] <dlongley>	burn: I suggest we try that first.
[Tue 11:22:15] <dlongley>	manu: The problem with that is that it excludes people that are'nt on the calls and don't know that they are suppose to be doing that.
[Tue 11:22:22] <ShaneM>	make it part of the working group instructions
[Tue 11:22:37] <burn>	q+
[Tue 11:22:37] <voip-vctf>	burn has been added to the queue: manu, JohnTib, burn
[Tue 11:22:51] <dlongley>	manu: We have some people that will be excluded from those conversations and they may have things to say. On the mailing list ... we have 150 people, not all 150 of them will sign up for the issues, when there is a bunch of discussion happening in github, which is the downside.
[Tue 11:22:51] <burn>	ack manu
[Tue 11:22:51] <voip-vctf>	manu has the floor (to mention tying issues to mailing list.).
[Tue 11:23:01] <dlongley>	manu: Some groups prefer that and others like opening it up.
[Tue 11:23:06] <manu>	q?
[Tue 11:23:06] <voip-vctf>	The current speaker queue is: JohnTib, burn
[Tue 11:23:10] <burn>	ack JohnTib
[Tue 11:23:10] <voip-vctf>	JohnTib has the floor.
[Tue 11:23:11] *	gkellogg (~gregg@public.cloak) has joined #vctf
[Tue 11:23:41] <dlongley>	manu: It's a good practice that saves the editors a lot of time. If you're going to do a solid review of the specs, please go through the issues first before adding new ones.
[Tue 11:23:57] <manu>	Tibbetts: In addition to reviewing the current documents, do we want to be familiar with the current issues before adding issues?
[Tue 11:23:58] <dlongley>	burn: I agree that that's helpful, if you have any concerns/ questions whether your issue has been raised or not, please enter it.
[Tue 11:24:06] <dlongley>	burn: I'd rather not lose anything important.
[Tue 11:24:13] *	dlongley back to you manu
[Tue 11:24:15] <manu>	q?
[Tue 11:24:15] <voip-vctf>	The current speaker queue is: burn
[Tue 11:24:17] <burn>	ack burn
[Tue 11:24:17] <voip-vctf>	burn has the floor.
[Tue 11:24:24] *	manu thx dlongley 
[Tue 11:24:46] <manu>	burn: If you want to watch all new issues, or if we end up tying github to the mailing list, it's very easy to drown in emails. 
[Tue 11:25:28] <manu>	burn: The email traffic from github can be very extensive. Be prepared to filter, even with filtering it can become tricky. As opposed to issue creation/deletion. If for some reason people are missing out on discussions, we can make sure they get included. Drowning in emails is a problem
[Tue 11:25:34] <manu>	q+ to mention that we'll close issues on the calls?
[Tue 11:25:34] <voip-vctf>	manu has been added to the queue: manu
[Tue 11:25:40] <voip-vctf>	14432803624 [SIP/69.65.34.216-00000163] has joined the conference.
[Tue 11:25:49] <burn>	ack manu
[Tue 11:25:49] <voip-vctf>	manu has the floor (to mention that we'll close issues on the calls?).
[Tue 11:26:10] <dlongley>	manu: Will you cover how to process issues, we don't make discussions on github unless they are editorial -- we have a call and get consensus to make sure everyone agrees.
[Tue 11:26:15] <manu>	ack manu
[Tue 11:26:15] <voip-vctf>	manu isn't on the speaker queue.
[Tue 11:26:30] <dlongley>	burn: I wasn't going to make that statement yet, I didn't want to get ahead of the chairs discussing process.
[Tue 11:26:37] <dlongley>	burn: I wasn't going to make any assumption about any resolutions today.
[Tue 11:26:51] <dlongley>	burn: Absolutely, the intent in all W3C groups and it should be in any standards group, is to determine consensus.
[Tue 11:26:55] *	manu can scribe.
[Tue 11:27:06] *	dlongley ok
[Tue 11:27:13] <voip-vctf>	14156868603 [SIP/69.65.34.216-00000164] has joined the conference.
[Tue 11:28:47] <manu>	burn: There is something written in the CG on how you declare consensus, usually groups vary a bit, but whenever there is a clear disagreement, you don't have consensus, and then you go into more substantial discussion.
[Tue 11:28:54] <voip-vctf>	Associated gkellogg with SIP/69.65.34.216-00000164.
[Tue 11:29:11] <manu>	manu: We tend to bring important decisions to the calls, binding decisions are usually made on calls.
[Tue 11:29:22] <manu>	burn: Agree that if there is disagreement, disagreement will happen on the call. 
[Tue 11:29:37] <ShaneM>	q+ to point out that coming in late on a discussion is pretty rude.  Also that lots of groups use CfC if a decision is reached on a call (2 business day or 5 business day)
[Tue 11:29:37] <voip-vctf>	ShaneM has been added to the queue: ShaneM
[Tue 11:29:45] <burn>	q?
[Tue 11:29:45] <voip-vctf>	The current speaker queue is: ShaneM
[Tue 11:29:49] <burn>	ack ShaneM
[Tue 11:29:49] <voip-vctf>	ShaneM has the floor (to point out that coming in late on a discussion is pretty rude.  Also that lots of groups use CfC if a decision is reached on a call (2 business day or 5 business day)).
[Tue 11:29:49] <manu>	burn: That's the way disagreement is usually handled. Disagreements from people in different timezones also have to be considered.
[Tue 11:30:51] <manu>	ShaneM: You can get lost in the morass of emails on github discussions. Coming in late with a strong objection is not a good way to make friends. You should monitor things you feel strongly about. A lot of WGs decide on a Call for Consensus process, decisions made in a telelconference go out in a 2-5 day consensus so if people miss the meeting, they can still object.
[Tue 11:31:26] <manu>	burn: Good point, and is why I don't want to make the statement about consensus yet. 
[Tue 11:31:32] <manu>	burn: Any other questions?
[Tue 11:32:31] <manu>	burn: About Pull Requests - PRs are the way to propose specific changes to the document. You edit the document and push that edit up such that it can be reviewed, including by the editors, once that's done it can be applied to the document. The editors will encourage people to do that. I know some people haven't done that before. 
[Tue 11:33:20] <manu>	burn: The other two chairs have asked for that, what I'm going to suggest is that I'll give a brief overview along with pointers as to what to do. There is material people can read in advance, what people can look at. If we have a discussion today, if I ask for a PR, don't worry, we'll cover it, we'll get to it.
[Tue 11:33:27] <manu>	q+ to mention that you can always just raise an issue
[Tue 11:33:28] <voip-vctf>	manu has been added to the queue: manu
[Tue 11:35:25] <manu>	ack manu
[Tue 11:35:25] <voip-vctf>	manu has the floor (to mention that you can always just raise an issue).
[Tue 11:35:29] <dlongley>	manu: If you can't raise an issue for whatever reason (your company may restrict access to github), then send an email to the mailing list. Propose text to change, or just raise an issue that way, and an editor or someone will get it into the github tracker. The best way to get your changes in, however, is via a pull request (PR) to github; it's the easiest way for the group to get your specific changes into the spec. If you have a vague concern about
[Tue 11:35:29] <dlongley>	some text in the spec, the likelihood of getting your issue resolved is low because you're not being specific enough. Please be specific about what you want changed and the new text. Pull requests are preferred if you can do it.
[Tue 11:36:05] <manu>	burn: We're still fairly early in the process, there is a point in the process, not now, much later, where it's more likely that there will be a requirement that changes be precise. That's reasonable when you have a document that's getting closer to finalized.
[Tue 11:36:13] <manu>	burn: Specificity helps.
[Tue 11:36:19] <burn>	q+
[Tue 11:36:19] <voip-vctf>	burn has been added to the queue: burn
[Tue 11:36:22] <burn>	q?
[Tue 11:36:22] <voip-vctf>	The current speaker queue is: burn
[Tue 11:36:31] <manu>	ack burn
[Tue 11:36:31] <voip-vctf>	burn has the floor.
[Tue 11:36:32] <burn>	ack burn
[Tue 11:36:32] <voip-vctf>	burn isn't on the speaker queue.
[Tue 11:36:59] <manu>	Topic: Nesting Signatures with JWT
[Tue 11:37:47] <manu>	burn: If there is no clear resolution on these issues, it may require more thinking for people. For today, since we're just getting started, issues freshly migrated, we'll start at the beginning.
[Tue 11:37:59] <manu>	burn: initial discussions and thoughts and see where we get.
[Tue 11:38:11] <burn>	https://github.com/opencreds/vc-data-model/issues
[Tue 11:38:12] <manu>	burn: Skipping issue from Anders since he's not on the call.
[Tue 11:38:29] <manu>	burn: Starting with issue #1
[Tue 11:38:45] <manu>	burn: Nesting Signatures with JWT
[Tue 11:38:54] <manu>	burn: There is a concern that nesting multiple signatures with JWT results in an exponential increase in the amount of data that needs to be stored. Each "envelope" needs to encapsulate the entirety of the signed data as a base-64 encoded blob. This is an issue for endorsements, counter-signatures, and M-of-N signature schemes. How will nested signatures be supported using JWTs?
[Tue 11:39:18] <manu>	q+
[Tue 11:39:18] <voip-vctf>	manu has been added to the queue: manu
[Tue 11:39:23] <burn>	ack manu
[Tue 11:39:23] <voip-vctf>	manu has the floor.
[Tue 11:39:23] <jonnycrunch>	q+
[Tue 11:39:23] <voip-vctf>	jonnycrunch has been added to the queue: jonnycrunch
[Tue 11:41:14] <dlongley>	manu: We've had pressure to try and figure out how the VC model works with JWTs. This is a healthy good pressure to have because there's a lot of libraries out there for JWTs, lots of thoughts put into them, etc. We have some requirements that makes using JWTs a bit more challenging though. That's where this issue came from, people asked if you can put VCs in a JWT... and we said, yes, for basic ones it's pretty clear. The issue is using JWTs with higher
[Tue 11:41:14] <dlongley>	order protocols. If you have a protocol that does multisignatures, if you have one org that signs a claim and you want another to countersign it, like a notary or the gov't to counter sign a state-sign driver's license, etc. ...
[Tue 11:41:27] <dlongley>	manu: It's simple with Linked Data Signatures, you just tack on another signature.
[Tue 11:41:44] <dlongley>	manu: With JWT, you have to base64-encode before you sign .. and that envelope/encapsulating format needs to stick around.
[Tue 11:42:02] <burn>	q+
[Tue 11:42:02] <voip-vctf>	burn has been added to the queue: jonnycrunch, burn
[Tue 11:42:04] <dlongley>	manu: So you can't as easily do that.
[Tue 11:42:18] <dlongley>	manu: Unfortunately, it's a fairly open question ... and the hope is to gather some thoughts in the github issue.
[Tue 11:42:44] <dlongley>	manu: People could propose how to do it, or we could decide not to support certain schemes because it's too hard to do with JWTs.
[Tue 11:42:48] <burn>	ack jonnycrunch
[Tue 11:42:48] <voip-vctf>	jonnycrunch has the floor.
[Tue 11:42:55] <dlongley>	q+ to recommend we specify how to do it with JWTs and let people decide whether or not to use them.
[Tue 11:42:55] <voip-vctf>	dlongley has been added to the queue: burn, dlongley
[Tue 11:43:30] <JohnTib>	q+
[Tue 11:43:30] <voip-vctf>	JohnTib has been added to the queue: burn, dlongley, JohnTib
[Tue 11:43:36] <manu>	jonnycrunch: Uport solved this by using IPFS, wrap JWT around the content... data model for uport, base64 encoded JWT, that entire idea, you can WoT counter-sign assertions being made.
[Tue 11:43:44] <gkellogg>	It would be useful to capture discussion in the issue; perhaps after the fact?
[Tue 11:43:54] <manu>	burn: That's a good thing to add into the issue.
[Tue 11:44:15] *	erkorb_rm has quit ("Leaving")
[Tue 11:44:31] <manu>	jonnycrunch: That may be a good model to use - I used open source library for uport, hash of the document, which could be stored anywhere, it's an elegant way of nesting claims.
[Tue 11:44:36] <burn>	ack burn
[Tue 11:44:36] <voip-vctf>	burn has the floor.
[Tue 11:44:45] <manu>	q+ to note why hashes of documents are problematic, but we should document this.
[Tue 11:44:45] <voip-vctf>	manu has been added to the queue: dlongley, JohnTib, manu
[Tue 11:45:53] <manu>	burn: We should figure out how we capture discussion, if we make a decision, consensus decision will be recorded. As far as discussion, if there is an obvious/simple comment, that will be put in there. Significant comment would be good for person that made the comment to put it in there. I encourage JonHolt to put it in the issue.
[Tue 11:46:42] <manu>	burn: This is an issue that has to do w/ JWTs, but depending on how it gets resolved for JWTs, it could have an impact on general data model structure. For example, if a wrapping structure needs to be created, we might need to create a wrapper that other syntaxes would use as well, even though it may be not as efficient to them.
[Tue 11:46:51] <burn>	q+
[Tue 11:46:51] <voip-vctf>	burn has been added to the queue: dlongley, JohnTib, manu, burn
[Tue 11:46:57] <manu>	q- burn
[Tue 11:46:57] <voip-vctf>	burn has been removed from the queue: dlongley, JohnTib, manu
[Tue 11:47:03] <burn>	ack dlongley
[Tue 11:47:03] <voip-vctf>	dlongley has the floor (to recommend we specify how to do it with JWTs and let people decide whether or not to use them.).
[Tue 11:48:16] <manu>	dlongley: I think we should try to specify something in the JWT, even if it seems that it's not optimal. We could let people decide if they want to use that technology to solve the problem. They're willing to deal with those inefficiencies. I don't think we should bloat schemes when the problem can be solved more elegantly. We may want to separate data model from signature from container. People should be able to use solutions that work best for them. Obviously, we don't want to fragment the space. There may be different signature schemes that work in different scenarios.
[Tue 11:48:20] <burn>	ack JohnTib
[Tue 11:48:20] <voip-vctf>	JohnTib has the floor.
[Tue 11:49:04] <manu>	JohnTib: I think it's mostly been answered by Dave. Is there a requirement that all of the signature schemes have the same capabilities. JWTs are fine for flat spaces, but they don't handle a number of other use cases. Is that something we can commit to doing? JWTs are fine for simple signature schemes, can we say that?
[Tue 11:49:05] <manu>	q?
[Tue 11:49:05] <voip-vctf>	The current speaker queue is: manu
[Tue 11:49:07] <manu>	ack manu
[Tue 11:49:07] <voip-vctf>	manu has the floor (to note why hashes of documents are problematic, but we should document this.).
[Tue 11:49:09] <burn>	ack manu
[Tue 11:49:09] <voip-vctf>	manu isn't on the speaker queue.
[Tue 11:50:43] <burn>	q+
[Tue 11:50:43] <voip-vctf>	burn has been added to the queue: burn
[Tue 11:50:56] <dlongley>	manu: Let me try and respond in reverse order. We can say anything we want as long as the group has consensus around it. Maybe we'll say that JWTs are fine for flat data, graphs of data or endorsements are difficult -- we could say that. Or as Dan pointed out, we could try and extend the core data model so that you can do things with JWTs easily, etc. One of the issues with going over this issue right now is that we haven't had that discussion. The
[Tue 11:50:56] <dlongley>	discussion today is about getting some of these options on the table. Dan to respond to you, I think we want to consider all of these options, we have to do our due diligence to make sure we cover every approach we can think of; expanding core data model isn't off the table. I do agree with Dave Longley that we shouldn't bloat the core data model if there's a problem with an existing technology on the table, so it's a balancing process.
[Tue 11:51:31] <burn>	q-
[Tue 11:51:31] <voip-vctf>	burn has been removed from the queue:
[Tue 11:51:43] <dlongley>	manu: To respond to what Jon said, it is true that you can do hashes and store them in IPFS and do content-addressable pointers to these data structures. Also keep in mind that a lot of these protocols have to do with sending the real data from A to B and there are regulations that don't allow you to store this on IPFS.
[Tue 11:52:28] <dlongley>	manu: Hashing the document and putting the data somewhere else I'm familiar with, but it won't work for some use cases that have regulatory requirements. In those cases, I don't think we can do what you're suggseting, but that said, I'd love for you to expand on what you said and talk about which libraries you were using and what the process was, etc.
[Tue 11:52:34] <jonnycrunch>	https://uport.me/library/pdf/whitepaper.pdf .
[Tue 11:52:42] <dlongley>	manu: Maybe we can do what you've said or it will give others ideas on how to proceed here.
[Tue 11:53:59] <dlongley>	manu: Fundamentally, this isn't a problem with Linked Data signatures. The whole reason we're having this discussion is because there's tech deployed that doesn't work in these use cases elegantly, but we can still say "here's how you can solve them" -- and talk about pointing things at IPFS and so on, but that solution is more difficult to implement and deploy than using a LD Signature. The LD Signatures don't have as much library support and haven't
[Tue 11:53:59] <dlongley>	been through standardization process, so those are the downsides there.
[Tue 11:54:06] <burn>	q?
[Tue 11:54:07] <voip-vctf>	The speaker queue is empty.
[Tue 11:54:08] <dlongley>	manu: We should get all this down on the issue and that will help us make some good progress.
[Tue 11:54:25] <dlongley>	burn: Any other comments or thoughts?
[Tue 11:54:25] <dlongley>	none
[Tue 11:54:30] <manu>	q+ to add one more comment
[Tue 11:54:31] <voip-vctf>	manu has been added to the queue: manu
[Tue 11:54:41] <burn>	ack manu
[Tue 11:54:41] <voip-vctf>	manu has the floor (to add one more comment).
[Tue 11:55:07] <dlongley>	manu: We should get folks from the JOSE/JWT WG to give us their opinion on this and get them on the call and tell us how they'd solve the problem with JWTs.
[Tue 11:55:27] <dlongley>	manu: We have been criticized rightly for saying JWTs don't work for things without having people specifically from that group on the call trying to work through the problem with us.
[Tue 11:55:49] <dlongley>	"don't work" is probably a loaded phrase
[Tue 11:55:57] *	ShaneM wonders if there is an IRC bot that would watch for things like "Issue 1234" and retrieve the title / link
[Tue 11:55:59] <jonnycrunch>	I may be mistaken...looks like it is an array of JWTs, not nested.
[Tue 11:56:08] <dlongley>	manu: Once we've gotten this documented and the issue played out, we should contact them and get their input.
[Tue 11:56:23] *	manu ShaneM our bot doesn't do that... yet :)
[Tue 11:56:48] <voip-vctf>	Adam Lake [SIP/66.37.83.121-00000152] has left the conference.
[Tue 11:56:53] <manu>	burn: Thanks for working through this issue, things will smooth out soon.
[Tue 11:56:53] <manu>	present+ lake, longley, nage, tibbetts, mccarron, sporny, burn, kennedy, joea, migus, kellogg
