[2019-04-16T16:00:23.568Z]	<achughes>	present+
[2019-04-16T16:34:38.426Z]	<manu>	heathervescent: Because focus is unclear, difficult for volunteers to contribute... those people are not in the core group... there needs to be a place where people that want to volunteer can get involved in... that is more of a wall that needs to be overcome now than the group would like.
[2019-04-16T16:34:58.561Z]	<manu>	heathervescent: 2019 priorities seemed to be DID Auth, DID spec, and DID WG as top priorities.
[2019-04-16T16:36:07.164Z]	<manu>	heathervescent: 4 different categories - work being done, organization, operations, and what to do in 2019.  Just because people said "X" ... it's one data point, if we wanted to have focused goals for 2019, it would be one data point entry... you don't have to take this as "this is what we have to and want to do".
[2019-04-16T16:36:22.910Z]	<manu>	heathervescent: The top 3 accomplishments were: Work on the DID Spec, General Technical discussions/activities moving forward DID understanding and clarification, and Community cohesion: creating the place to have the technical conversations.
[2019-04-16T16:36:59.574Z]	<manu>	heathervescent: There was no consensus in the replies with the exception of two comments about improving the DID spec. There was no consensus on next work items...
[2019-04-16T16:37:37.594Z]	<manu>	heathervescent: There is an interesting graph... alignment w/ other digital verification standards... people said important/neutral.
[2019-04-16T16:38:08.799Z]	<heathervescent>	BTW - It's Karn.
[2019-04-16T16:38:16.671Z]	<manu>	heathervescent: interesting to see what's not controversial, but not heavily supported.
[2019-04-16T16:38:27.809Z]	<heathervescent>	No worries. :-)
[2019-04-16T16:38:40.020Z]	<manu>	Karn: I thought by participating it would help me understand how the group works.
[2019-04-16T16:39:06.293Z]	<manu>	Karn: This is about organization... wanted to get a sense about roadblocks to participating/contributing to ongoing work...
[2019-04-16T16:39:34.301Z]	<manu>	Karn: How does the group function? That's what we were interested in... roadmap of interests and roadblocks are interesting.
[2019-04-16T16:39:43.620Z]	<manu>	Karn: How CCG works: 27 out of 44 respondents did not know, weren’t sure or mostly knew how the CCG groups work was proposed and incubated. 17 respondents knew how the group functions.
[2019-04-16T16:40:14.845Z]	<manu>	Karn: Regarding the roadmap - most folks said that there is a lack of clear roadmap and achievable goals in short to medium term.
[2019-04-16T16:40:32.373Z]	<manu>	Karn: Personally, the work feels like it's slowing - either there is not clarity on objectives or there is a lack of clear objectives.
[2019-04-16T16:40:57.186Z]	<manu>	Karn: We were trying to guage the interest of participants - most of them are interested because it's an emerging technology, trend... that's why people are interested.
[2019-04-16T16:41:26.349Z]	<manu>	Karn: They might see applications in healthcare, digital advertising, etc... but more specific in Verifiable Credentials, helping w/ IPFS, helping w/ work items... working at IIW and RWoT.
[2019-04-16T16:41:42.354Z]	<manu>	Karn: Major road blocks are funding, understanding of previous work...
[2019-04-16T16:42:19.714Z]	<manu>	Karn: Roadblocks for contributing, major roadblocks listed were funding and previous current work... what and how to contribute.
[2019-04-16T16:43:09.699Z]	<manu>	Karn: There are missing constituencies... Geographical: Missing Asia-Pac, broader European, Australia, and individuals outside of North America. ... Area of expertise: Missing lawyers, VCs, government, non-coders, builders & implementers, PGP developers, cryptographic engineers, cryptographers, identity academics, and real active digital human rights activists.... Companies/Communities: Missing startups (not necessarily identity focused), Sovrin, Civic, Blockstack
[2019-04-16T16:43:09.783Z]	<manu>	& Indieweb communities. ... Gender diversity was also mentioned as lacking.
[2019-04-16T16:43:50.054Z]	<manu>	Karn: If there were clear work items, then people might be able to engage. I do have a clear idea of where the work is going ... but not clear how we move those sections forward...
[2019-04-16T16:44:23.943Z]	<manu>	Karn: What were decisions taken for previous sections, one way people can do that is go through transcripts of CCG meetings... I tried doing that... it's disorienting... documenting major decisions might be helpful.
[2019-04-16T16:44:33.630Z]	<manu>	Karn: Moving on to CCG Operations...
[2019-04-16T16:44:42.361Z]	<manu>	Karn: This section (questions 6-16) of the survey ask the participants questions regarding the efficacy of the current means of operation viz. emails and phone calls.
[2019-04-16T16:44:59.904Z]	<manu>	Karn: Mailing list seemed to be working well...
[2019-04-16T16:45:42.453Z]	<manu>	Karn: Mailing list is productive use of time - good place for discussion - good forum... some areas need improvement -- got main ones out of feedback... email is not a right forum to track discussions, we need threading.
[2019-04-16T16:46:00.101Z]	<manu>	Karn: Lack of non-technical discussions... long discussions should probably be meetings... more moderation against personal pitches.
[2019-04-16T16:46:09.842Z]	<manu>	Karn: Regarding weekly calls, the feedback was...
[2019-04-16T16:46:29.349Z]	<manu>	Karn: 27/37 attend or mostly attend the calls.... 11/35 think that the technology used for the calls could be better.... 20/36 think that the weekly calls are productive.
[2019-04-16T16:46:38.620Z]	<manu>	Karn: Things that are working well: Working well: Agenda, action items, accountability and good range of interests.
[2019-04-16T16:46:57.587Z]	<manu>	Karn: Things that need to improve -- give more time to prepare - make it once in two weeks, send agenda in advance - not night before, better interpersonal rules of engagement, speed is glacial, need better info on how to join calls, need more focus, don’t argue JSON LD vs JWT on calls, difficult to contribute, too many overlapping calls.
[2019-04-16T16:47:39.282Z]	<manu>	heathervescent: The last section -- 2019 Priorities
[2019-04-16T16:48:02.133Z]	<manu>	heathervescent: I couldn't resist asking about where people wanted to go in the future... key findings is that there are two buckets of responses.
[2019-04-16T16:48:29.720Z]	<manu>	heathervescent: These are top 4 technical things -- DID Auth (4), DID Spec + DID WG (3), DID Resolver (3), Verifiable Credentials (3),
[2019-04-16T16:49:08.832Z]	<manu>	heathervescent: There are non-technical suggestions as well -- The story of standards and how fit into the bigger picture: Marketization, More thorough use cases, Amira engagement model, Taxonomy of terms
[2019-04-16T16:49:31.200Z]	<manu>	heathervescent: There also seems to be a gap in communication - technologists tend to be not so great at articulating the non-technical benefits to a non-mainstream audience.
[2019-04-16T16:49:55.925Z]	<kimhd>	I got disconnected!
[2019-04-16T16:50:48.163Z]	<manu>	heathervescent: So, where do we go from here? This shows where we've come from and where we can improve... That this group supported this work is a great step in the right direction. Don't be discouraged, I think we're doing a lot of things right... now, how do we do better, this gives us some idea...
[2019-04-16T16:50:55.900Z]	<kimhd>	I'm back
[2019-04-16T16:51:15.024Z]	<manu>	heathervescent: We specifically did not provide recommendations... we didn't have the hubris to say what needed to be done next... this is a community discussion... where do we want to go together?
[2019-04-16T16:51:25.523Z]	<kimhd>	q?
[2019-04-16T16:51:28.022Z]	<kimhd>	q+
[2019-04-16T16:51:41.945Z]	<manu>	heathervescent: Let's open up the floor for questions... we can zoom screen share w/o audio to see surveymonkey results.
[2019-04-16T16:52:00.007Z]	<manu>	q+ to talk about how we talk about next steps.
[2019-04-16T16:52:09.606Z]	<JoeAndrieu>	ack kimhd
[2019-04-16T16:52:24.500Z]	<manu>	kimhd: I wanted to chime in w/ some take aways - subsequent conversations... one of the biggest things -- how to jump in and help.
[2019-04-16T16:53:04.846Z]	<heathervescent>	q+ to reply to Kim
[2019-04-16T16:53:12.619Z]	<manu>	kimhd: The only things I've done are things I'm driving... things get done if people just jump in and do it... as something I'm driving or co-driving, BUT if it is something high context, like the DID spec, there are several flavors to it... jumping into DID spec itself might cause more harm than good.
[2019-04-16T16:54:15.540Z]	<manu>	kimhd: There are other ways to get involved... not pull requests on the spec, but things like use cases, test cases, communication tools, etc. If there are these high context items, clearly people involved are overly burdened, perhaps taking the time to articulate volunteer opportunities... last section that you highlighted, have people take those on as work items...
[2019-04-16T16:54:31.581Z]	<kimhd>	q?
[2019-04-16T16:54:34.404Z]	<kimhd>	ack manu
[2019-04-16T16:54:41.706Z]	<manu>	kimhd: If people are having issues, if it's not technical, maybe it gets marginalized, which we don't want people to come away with that.
[2019-04-16T16:54:47.355Z]	<kimhd>	ack heathervescent
[2019-04-16T16:54:51.259Z]	<kimhd>	q+ manu
[2019-04-16T16:55:24.009Z]	<manu>	heathervescent: something that could be useful, to shift leadership method - we currently have a submit and drive leadership model... whoever submits does the work, that works to a certain point... could we do collaborative? Pair programming?
[2019-04-16T16:56:02.829Z]	<manu>	heathervescent: I asked for help from mailing list... when you do pair programming, you're sharing doing stuff collaboratively... the lead is to step back and ensure that person can move into leadership role in safe place.
[2019-04-16T16:56:58.860Z]	<kimhd>	I was also thinking the mentorship/collab model would be a good way to knowledge transfer
[2019-04-16T16:57:00.791Z]	<manu>	heathervescent: This is something, as a woman, that I approach more readily than other personality types... collaborative approach is more effective wrt. ensuring volunteers step up and volunteers are successful... also need to create environment that volunteer is successful as well as the work.
[2019-04-16T16:57:34.632Z]	<manu>	heathervescent: I think if we can expand thinking, expand leadership model to include this, it would be good. If we make this technology real, that's going to happen at some point.
[2019-04-16T16:57:35.073Z]	<kimhd>	ack manu
[2019-04-16T16:59:16.442Z]	<ChristopherA>	q+
[2019-04-16T17:00:17.045Z]	<JeffO-StL>	present+
[2019-04-16T17:00:18.753Z]	<kimhd>	+1 to time set aside for engagement
[2019-04-16T17:00:38.040Z]	<kimhd>	ack ChristopherA
[2019-04-16T17:00:42.042Z]	<manu>	manu: I think it's important that we set aside some time to discuss all of this.
[2019-04-16T17:00:49.481Z]	<manu>	manu: On the weekly calls, for example.
[2019-04-16T17:01:48.106Z]	<manu>	ChristopherA: There is a change happening soon, with luck and a lot of hard work being done, DID spec and is going to be working out of CCG.. moving to new DID WG... because of W3C rules, will only be available to W3C groups... this group will lose a lot of energy to the WG... perhaps we can use this as an opportunity to work on things.
[2019-04-16T17:02:33.859Z]	<manu>	ChristopherA: I think there will be a big split of energy... similarly, VCWG will be shutting down soon, finished spec, and they will be bringing us a different set of problems/energy, since we're the continuity piece... I think that will give us momentum to change those sort sof things.
[2019-04-16T17:02:42.712Z]	<MosesMa>	bye folks!
[2019-04-16T17:02:48.725Z]	<manu>	kimhd: Thanks Christopher, and with that, we're out of time for today.
[2019-04-16T17:03:04.064Z]	<manu>	voip: connections?
[2019-04-16T17:03:08.230Z]	<manu>	voip: disconnect 04f
