[2021-11-22T15:58:56.325Z]	<Stuart_Freeman>	present+
[2021-11-22T16:36:33.047Z]	<Heather_Vescent>	Frank: From a tech perspective, data store, as long as we can access and share data. Through open APIs or other technical, whether you are allowed to share via regulations. What's the use case between schools and employers. As long as the data can be shared. An enterprise is not hung up on the standards. Schools are different. From a standards perspective, some orgs have a lead, e.g. IMS Global, IEEE, etc. I would take the view of, who is leading these standard initative, what does it mean and how does it impact the use cases at the end of the day. It's about adoption. What is the impact on adoption, and work to supporting that.
[2021-11-22T16:37:22.477Z]	<Kayode_Ezike>	q+
[2021-11-22T16:38:30.130Z]	<Heather_Vescent>	Simone: my technical answer, interop is a human thing. it's true that other standards orgs are working on similar stuff, there is a shared interest. Engage outside the worlds borders, and have a human conversation. It's not necessarily a technical challenge, but you need to prove the interop is working, e.g. Anil John's interop work. Doing it the plugfest way. But the incentives might be a little different. I'm confident there will be a way.
[2021-11-22T16:39:30.667Z]	<Heather_Vescent>	Dmitri: this is a great question. I strongly believe, these specifications and tech stacks can converge and this VC-EDU taskforce should play a role in this. We should have frequent cross-community presentations. The human social element and the tech side can converge and VC-EDU can play a role.
[2021-11-22T16:40:19.878Z]	<Kerri_Lemoie>	q?
[2021-11-22T16:40:53.837Z]	<Heather_Vescent>	Colin: feel spoiled to hear others answers first and nod along. That's what's great about this community. The social infrastructure to get folks to do business together. We need people to continue to develop and adopt. We need to collaborate across silos and demonstrate interop and use cases that build the trust. And then they start using it and we make progress that way.
[2021-11-22T16:40:57.416Z]	<Kerri_Lemoie>	ack Sharon_Leu
[2021-11-22T16:42:18.012Z]	<Heather_Vescent>	Sharon: My question is a follow-up to Heather's about important priorities in edu and credentialing. Growing diversity of credential types, especially issuers (e.g. institutional credential issues as a use case), from your perspective, what are the technical priorities this taskforce to have to make the diversity of credentials to be *used*.
[2021-11-22T16:42:25.055Z]	<Kayode_Ezike>	q-
[2021-11-22T16:43:48.601Z]	<Kerri_Lemoie>	q?
[2021-11-22T16:44:57.533Z]	<Heather_Vescent>	Frank: I believe there are two views: the credentials themselves. We have to work with the credential issuers. There needs to be some level of taxonomy in the credential themself. The second view on how it's used, once you have the granularity, you can use it in a skills marketplace. You have a repository of data in order to address the skills gap.
[2021-11-22T16:46:47.435Z]	<Heather_Vescent>	Simone: To make credentials used, they have to behave, usable and useful at the same time. Maybe one challenge looking at how do we resolve identity of in a VC what is the governance in how we identify legit issuers. It's opening up to other actors that are providing good education. The flexibility in using a did, what else could be used? Or how could we assign dids?
[2021-11-22T16:47:45.760Z]	<Sharon_Leu>	Frank, are you suggesting as a technical priority, this task force should expand its scope beyond the existing VC to take a point of view on letter standards?
[2021-11-22T16:48:35.804Z]	<Kerri_Lemoie>	q?
[2021-11-22T16:49:27.616Z]	<Frank_Cicio>	Sharon , sorry letter standards?
[2021-11-22T16:50:10.510Z]	<Heather_Vescent>	Dmitri: On the technical level, the short term challenge to solve as a group: building that issuer registry. If we don't have a list of educational issues, we can't do anything else and we fragment. 1. building that registry, which means agreeing on the governance of who gets to go on that list. 2. is wallets. If we don't have wallets, we can't have these student centric credentials... or it's just as a business as usual way we have always done. By wallets, we need mobile wallets, and in browser web app wallets to interoperate. This is the second technical challenge. Which is why I dove into both projects. #3, is for us to reconcile the tension between small credentials and big bundles of credentials. How do we interlink credentials. We need to support both individual small credentials (QR code, selective disclosure) but we also need to handle large bundles like your entire transcribe to date. #4 we need to agree on common syntax for display/view component. The wallets currently don't agree and you don't know how your credentials are going to be displayed. I think we can do better, templated.
[2021-11-22T16:51:24.085Z]	<Kerri_Lemoie>	q?
[2021-11-22T16:52:25.247Z]	<Heather_Vescent>	Colin: Dmitri that was awesome. So glad all the candidates are in this community. To me, one of the greatest technical challenges, is to get a small interoperable use case across systems, to iron out these (concerns) on a smaller scale. Finding a small use case or set of users to start making this trust triangle is a good starting point.
[2021-11-22T16:52:29.873Z]	<Kerri_Lemoie>	q?
[2021-11-22T16:52:42.287Z]	<Deb_Everhart>	+q
[2021-11-22T16:52:55.042Z]	<Kerri_Lemoie>	ack Deb_Everhart
[2021-11-22T16:52:59.058Z]	<Kerri_Lemoie>	q?
[2021-11-22T16:53:42.494Z]	<Heather_Vescent>	Deb: general question, first thank you to all who has stepped forward. There's a lot here about use cases, ecosystems, and technical. Could you each briefly comment on the balance between these? and your role in co-chairing this group?
[2021-11-22T16:54:25.845Z]	<Heather_Vescent>	Colin: the technical spec, what from a credential is going into a wallet and shared btwn institutions.
[2021-11-22T16:55:09.311Z]	<Heather_Vescent>	Dmitri: the balance btwn tech and social, the key for us, plugfest and interop suites specifically. I do look to this group to set a good example, among other edu bodies.
[2021-11-22T16:55:45.296Z]	<Heather_Vescent>	Simone: my contribution on the ecosystem side, to bring this into the adoption space.
[2021-11-22T16:56:04.606Z]	<Kerri_Lemoie>	q?
[2021-11-22T16:57:02.399Z]	<Heather_Vescent>	Frank: schools have a lot of validation to reg data, transcripts. The focus needs to be on the use case and the focus of this task force's work. Needs to be use case driven and the tech will follow.
[2021-11-22T16:57:28.506Z]	<Heather_Vescent>	Kerri: I really appreciate everyone stepping up to offer to do the work. Going to explain how the voting will work.
[2021-11-22T16:58:18.156Z]	<Heather_Vescent>	...sharing the screen. We are going to use rank choice voting. Using OpaVote platform. Kerri will send the link out on the VC-EDU mailing list. (Going over the participation requirements.)
[2021-11-22T16:58:44.094Z]	<Frank_Cicio>	Sharon, expanded scope may be necessary if it supports the Workgroups mission and charter
[2021-11-22T16:59:06.325Z]	<Heather_Vescent>	...the candidates and their submissions are linked.
[2021-11-22T16:59:38.231Z]	<Heather_Vescent>	...lastly since we are using ranked choice voting. It works so that there is only one vote per person.
[2021-11-22T16:59:46.206Z]	<Sharon_Leu>	@frank, I was referring to the VC spec.
[2021-11-22T16:59:53.758Z]	<Heather_Vescent>	...it ends December 5, at 11:59 pm EAST COAST TIME
[2021-11-22T16:59:56.838Z]	<Kerri_Lemoie>	q?
[2021-11-22T17:00:13.873Z]	<Kerri_Lemoie>	https://lists.w3.org/Archives/Public/public-vc-edu/
[2021-11-22T17:00:20.219Z]	<Frank_Cicio>	Sharon, ok ill revert on this specifically ty
[2021-11-22T17:00:25.394Z]	<Deb_Everhart>	thank you everyone!
[2021-11-22T17:00:29.153Z]	<Sharon_Leu>	thanks!
[2021-11-22T17:00:40.386Z]	<Philipp_(MIT)>	Thanks!
