[2023-02-07T16:57:36.369Z]	<Jennie_Meier>	present+
[2023-02-07T17:08:33.362Z]	<Transcriber>	Manu_Sporny: So there is a lot that's going on in the verifiable credentials working group right now we get a summary of meaning meaning this this group gets a summary of what goes on there from week to week but it's called the weekly you know digest here ago I found it kind of crappy version of it.
[2023-02-07T17:08:33.694Z]	<Transcriber>	Manu_Sporny:  but as.
[2023-02-07T17:08:40.234Z]	<bobwyman>	present+
[2023-02-07T17:09:06.306Z]	<Transcriber>	Manu_Sporny: You can see here they're like these are all the concurrent conversations the pair of sorry the parallel conversations that are happening right now in the verifiable credentials working group so these are all like this is just last week like these are just the items we talked about last week so 20 issues 52 comments in just you know the VC data model repository with many more repositories have in common so it's.
[2023-02-07T17:09:06.757Z]	<Transcriber>	Manu_Sporny:  getting highly likely that.
[2023-02-07T17:09:07.034Z]	<Transcriber>	Manu_Sporny: Going to miss.
[2023-02-07T17:09:32.454Z]	<Transcriber>	Manu_Sporny: To keep up keep up so I'm just letting you know everyone know that keep your eyes peeled every Monday at around 12 p.m. this summary sent out in we are processing a lot of issues in parallel in coming to resolution and doing PRS and closing those issues so just be you know pay attention to that going on that's it.
[2023-02-07T17:10:05.777Z]	<Transcriber>	Harrison_Tang: Thanks Bonnie yeah look at that the VC working group agenda it's a it's a basic it's like three days of good conversation so I'm actually going to invite Oliver there's a good thread around the holder binding the topic of The polder Binding so we'll have Oliver and the authors of that paper to actually be the discussion around holder by the the topic of all the binding April and then at the end there's probably other good topics in those agenda.
[2023-02-07T17:10:06.227Z]	<Transcriber>	Harrison_Tang:  that we might want to invite them to.
[2023-02-07T17:10:20.284Z]	<Transcriber>	Harrison_Tang: Those discussions and actually educate some some of the folks here including myself on those issues cool any other agenda any other announcement or reminders.
[2023-02-07T17:10:51.571Z]	<Transcriber>	Harrison_Tang: So in the email I sent out there is a link to the w3c calendar so we have the agenda actually schedule the topic schedule until the mid April so if you have any other topics that people want want us to kind of put into the schedule please feel free to email any of the cultures.
[2023-02-07T17:10:53.740Z]	<Dmitri_Zagidulin>	present+
[2023-02-07T17:11:02.765Z]	<Transcriber>	Harrison_Tang: All right any questions on the work items or any comments or things that people want to bring up in regards to the work items.
[2023-02-07T17:11:09.273Z]	<Dmitri_Zagidulin>	present+
[2023-02-07T17:11:43.833Z]	<Transcriber>	Harrison_Tang: All right let's get to the main agenda so today we are very pleased to have Jack and Gribble Fontenot Me Foundation to present and lead a discussion on both highs signature verifiable credentials and conditional proofs I think there was a very interesting thread couple months ago in regards to this topic and there are also other you know threats in regards to what multi signature verifiable credentials and.
[2023-02-07T17:11:44.341Z]	<Transcriber>	Harrison_Tang:  these kind of topics so I think it's.
[2023-02-07T17:11:56.525Z]	<BrentZ>	present+
[2023-02-07T17:11:58.409Z]	<Anil_John_[US/DHS/SVIP]>	present+
[2023-02-07T17:11:58.531Z]	<TallTed_//_Ted_Thibodeau_(he/him)_(OpenLinkSw.com)>	present+
[2023-02-07T17:12:03.307Z]	<Transcriber>	Harrison_Tang: It to actually have a meeting and live discussion on this topic so I'll kind of hint the end of floors to Jack and rebel and let them kind of lead these these discussions thank you Jeff.
[2023-02-07T17:14:11.644Z]	<John_Henderson>	present+
[2023-02-07T17:15:21.333Z]	<Nate_Otto>	present+
[2023-02-07T17:15:47.554Z]	<Anil_John_[US/DHS/SVIP]>	present+
[2023-02-07T17:20:46.064Z]	<Harrison_Tang>	q?
[2023-02-07T17:21:52.975Z]	<Kimberly_Linson>	present+
[2023-02-07T17:22:28.363Z]	<Manu_Sporny>	q+ to ask if this is a array of signatures or ...
[2023-02-07T17:22:39.395Z]	<Harrison_Tang>	ack manu
[2023-02-07T17:23:09.240Z]	<Transcriber>	Manu_Sporny: Yes I have one so first first up this is this is great like really really cool you know the whole concept of you know verifiable signatures and kind of cryptographic circuits and that sort of thing is great and totally got the use cases those make a ton of sense as well I'm wondering is this formulated in maybe I missed it earlier I saw the verification method and.
[2023-02-07T17:23:09.602Z]	<Transcriber>	Manu_Sporny:  and how they're all that kind of condition.
[2023-02-07T17:23:41.036Z]	<Transcriber>	Manu_Sporny: Russians they're the signature itself I think is what you're walking us through right now Rebel is is the expression a single signature or is it like a modified JWT or is it Ray of signatures what does the like I see this but is this mean this means that you've basically your signature is a JWT.
[2023-02-07T17:23:41.349Z]	<Transcriber>	Manu_Sporny:  Duty and then it.
[2023-02-07T17:23:50.093Z]	<Transcriber>	Manu_Sporny: Other jwt's within the signature structure is that correct what is a signature look.
[2023-02-07T17:24:31.114Z]	<ChristopherA>	q?
[2023-02-07T17:24:37.063Z]	<ChristopherA>	q+
[2023-02-07T17:24:49.401Z]	<Transcriber>	Harrison_Tang: Sorry Christopher has acquired question Christopher.
[2023-02-07T17:25:03.681Z]	<Dmitri_Zagidulin>	present+
[2023-02-07T17:25:04.360Z]	<Harrison_Tang>	ack christopherA
[2023-02-07T17:25:16.606Z]	<Transcriber>	ChristopherA: Yeah yeah one of my questions is increasingly we're looking at scenarios that where there is a mixed of mCP based thresholds which you don't actually know that the thresholds are there do you have any way of marking hey you know this is a single signature but it is in fact you know a you know a threshold to of.
[2023-02-07T17:25:16.898Z]	<Transcriber>	ChristopherA:  three you.
[2023-02-07T17:25:30.241Z]	<Transcriber>	ChristopherA: You know ecdsa mCP or anything you know do you deal with any of those types of issues thanks.
[2023-02-07T17:26:03.635Z]	<Harrison_Tang>	q+
[2023-02-07T17:26:09.043Z]	<Phil_L_(P1)>	q+
[2023-02-07T17:26:10.503Z]	<Transcriber>	ChristopherA: It's a little more subtle to that but all may be taken offline.
[2023-02-07T17:26:42.372Z]	<Transcriber>	ChristopherA: It's so aggregate of all like frost there's also one now for ecdsa that coinbase and other people are doing we're basically you're doing you know you're doing signing operations but at no point is there a single private key ever on any single machine so it is a kind of multi.
[2023-02-07T17:26:49.515Z]	<Transcriber>	ChristopherA: Computational process Frost is the one I like to use but there's several of these.
[2023-02-07T17:26:50.872Z]	<Dmitri_Zagidulin>	present+
[2023-02-07T17:27:11.428Z]	<Transcriber>	ChristopherA: Okay just for your information they.
[2023-02-07T17:27:31.747Z]	<Transcriber>	ChristopherA: Right but just the result is exactly the same as a regular Fingal signature but in fact was created by multiple keys so that's I just say it's more of a a you know how does an organization know that that was done.
[2023-02-07T17:27:32.305Z]	<bshambaugh>	present+
[2023-02-07T17:28:18.803Z]	<Transcriber>	Harrison_Tang: Sorry I have a quick question so earlier you mentioned is a nest is signature and I'm wondering can you actually check and verify one of the nest of signatures or you have to do it all check and verify all signatures out at once.
[2023-02-07T17:28:22.633Z]	<Harrison_Tang>	ack harrison
[2023-02-07T17:28:28.615Z]	<Harrison_Tang>	q?
[2023-02-07T17:29:15.190Z]	<Transcriber>	Harrison_Tang: Got it thanks.
[2023-02-07T17:29:27.301Z]	<Transcriber>	Harrison_Tang: Yes but then you stash the case then the sequence of the signatures quite important right you can actually get to the bottom of the stack basically at first basically right.
[2023-02-07T17:30:02.821Z]	<Transcriber>	Harrison_Tang: Got it and by the way I think still you have a very on the in the speaker cue.
[2023-02-07T17:30:05.652Z]	<Harrison_Tang>	ack phil
[2023-02-07T17:30:36.795Z]	<Transcriber>	Phil_L_(P1): Right yeah can you hear me okay thankfully I had two questions you just answered this the second one which is order is not being checked and doesn't matter in this particular instance but the first question is just practical question can you give any sense as to how much additional size is a crude when you start having four five six embedded signatures as part of the process how much how much boat are you adding to the credential.
[2023-02-07T17:30:57.859Z]	<bumblefudge>	present+
[2023-02-07T17:31:08.223Z]	<Manu_Sporny>	q+ to note 33% bloat over binary.
[2023-02-07T17:31:41.101Z]	<Transcriber>	Phil_L_(P1): Renee right right great thank you that helps.
[2023-02-07T17:31:42.569Z]	<bobwyman>	q+
[2023-02-07T17:31:47.107Z]	<Harrison_Tang>	ack manu
[2023-02-07T17:31:47.281Z]	<Transcriber>	Harrison_Tang: Mommy in your in the queue like I think you have a comment.
[2023-02-07T17:32:01.358Z]	<Orie>	base64url No pad ; )
[2023-02-07T17:32:14.137Z]	<Transcriber>	Manu_Sporny: Thanks yeah there there's effectively you know when you Basics T4 in code something my presumption here is you're doing Basics you for URL encoding when you Basics you for encode something you have 33 percent bloat over the standard binary size and then as you embed those things inside one another the bloat kind of goes up so the more complex these signatures are just purely because of the way John.
[2023-02-07T17:32:14.442Z]	<Transcriber>	Manu_Sporny:  it's work and they 64 encoding Works you're going.
[2023-02-07T17:32:45.179Z]	<Transcriber>	Manu_Sporny: See you know a doubling you know and then a 33 percent overhead at every single nested level in and I you know I should I think we should clearly outline that like this is not a bad thing like if you need conditional signatures of this kind and you want them to you know provide like fairly complex scenarios you are probably okay with the signature sizes getting very large.
[2023-02-07T17:33:16.799Z]	<Transcriber>	Manu_Sporny: Roaches are mitigated with some of the techniques that Christopher was talking about like they're near signature formats that you know don't grow in size like this but again I mean that requires you to step away from the Jaw tooling to take advantage of those things and so it really it's really use case dependent you know I don't think people should look at this as like you know a terrible thing it's just you know one of the costs of associating.
[2023-02-07T17:33:17.138Z]	<Transcriber>	Manu_Sporny:  of using these.
[2023-02-07T17:33:26.832Z]	<Transcriber>	Manu_Sporny: Elegies and fundamentally it's probably not a big cost given kind of the value that you're getting out of the signature.
[2023-02-07T17:33:27.000Z]	<Transcriber>	Manu_Sporny:  that's it.
[2023-02-07T17:33:37.880Z]	<Transcriber>	Harrison_Tang: Thank you Mom you Bob I think you're in the queue.
[2023-02-07T17:33:39.689Z]	<Harrison_Tang>	ack bob
[2023-02-07T17:33:43.107Z]	<Harrison_Tang>	q?
[2023-02-07T17:33:58.339Z]	<Transcriber>	bobwyman: Yeah simple question my apologies if it's dumb but question is is there anything inherent in the design that would prevent you from adding ordering conditions like a condition after will say that required weapon used some other some other signatures having been.
[2023-02-07T17:34:49.953Z]	<Transcriber>	bobwyman: Okay I just wanted to check if there was anything that would prevent it.
[2023-02-07T17:34:54.424Z]	<Transcriber>	bobwyman: Prevent one from say having a condition app.
[2023-02-07T17:35:21.095Z]	<Manu_Sporny>	q+ to note sequence on DI
[2023-02-07T17:35:28.441Z]	<Transcriber>	Harrison_Tang: Bonnie you have a comment.
[2023-02-07T17:35:30.672Z]	<Harrison_Tang>	ack manu
[2023-02-07T17:35:57.549Z]	<Transcriber>	Manu_Sporny: Yeah Bob if your question is around like can you determine if the sequence of signatures happen in a certain way there are other Cryptids sweets that you know provide that so for example like the data Integrity stuff that's going through the verifiable credential working group right now has the concept of set signatures like a set of signatures where you don't really care it's just you you want to make sure that there were like five signatures on this verifiable credential for whatever reason.
[2023-02-07T17:35:57.976Z]	<Transcriber>	Manu_Sporny:  so set.
[2023-02-07T17:36:02.927Z]	<ChristopherA>	q+
[2023-02-07T17:36:28.838Z]	<Transcriber>	Manu_Sporny: Are supported just with base data Integrity stuff and then chained signatures so you have a chain of signatures or a series of signatures that have to follow a specific order that's a part of just kind of the Baseline data Integrity mechanism as well so there could be ways of combining like what we're looking at here with those other more.
[2023-02-07T17:36:29.083Z]	<Transcriber>	Manu_Sporny:  or lower level.
[2023-02-07T17:36:49.197Z]	<Transcriber>	Manu_Sporny: Primitives that are available in the data Integrity stuff to get to what you're what you're you know asking about and those things are going to be through you know this the standards process there are Global standards track features at this point.
[2023-02-07T17:37:04.422Z]	<Transcriber>	Harrison_Tang: Right we will take one more question and we'll that Jack and we're both like move out with the rest of the presentation the Christopher you have the for.
[2023-02-07T17:37:05.160Z]	<Harrison_Tang>	ack christopher
[2023-02-07T17:37:13.624Z]	<ChristopherA>	https://github.com/BlockchainCommons/SmartCustody/blob/master/Docs/Multisig.md
[2023-02-07T17:37:18.023Z]	<Jack>	https://docs.google.com/presentation/d/13jaeireCRFoI1jFPFkbwBhTMQgUG7zEHRjmq0PWz-CI/edit?usp=sharing
[2023-02-07T17:37:33.608Z]	<Transcriber>	ChristopherA: Right thank you yeah I think one of the things that we discovered when we were working on some similar stuff I put a link into the chat for document on how to design multisig thresholds and quorums and things of that nature and is that then to be able to do the kind of next operation then you need to be able to have Smart signature operations that can refer.
[2023-02-07T17:37:34.078Z]	<Transcriber>	ChristopherA:  two smart.
[2023-02-07T17:38:06.446Z]	<Transcriber>	ChristopherA: In a prior object because these things are when you were you talking about this particular structure is great for evaluating this this you know these things are all kind of signed at the same time of the same data but when you're trying to verify use a signature to verify that another signature was valid was valid you have this sort of layer problem because you're basically having to create.
[2023-02-07T17:38:06.843Z]	<Transcriber>	ChristopherA:  eight code that then looks at another signature.
[2023-02-07T17:38:36.692Z]	<Transcriber>	ChristopherA: Looking at the paint those the payload so it's a lot harder to do those and I also am a little concerned I mean we ended up not we found a way of doing it with threshold signatures instead so we ended up not doing that particular function because it was we had some questions about its security but it's hard creating Court quick creating thresholds and quorums and all that kind of stuff in ways that address all the needs that's it.
[2023-02-07T17:40:40.792Z]	<ChristopherA>	BTW, there is a transcript of that video at http://diyhpl.us/wiki/transcripts/blockchain-protocol-analysis-security-engineering/2018/2018-01-24-christopher-allen-smart-signatures/
[2023-02-07T17:41:50.403Z]	<ChristopherA>	The slides are at https://www.slideshare.net/ChristopherA/smart-signaturesexperiments-in-authentication-stanford-bpase-2018-final
[2023-02-07T17:44:28.383Z]	<Orie>	Seems like did web can support that specific type...
[2023-02-07T17:44:37.035Z]	<Orie>	and you don't need to make a new did method.
[2023-02-07T17:45:03.115Z]	<Keith_Kowal>	q+
[2023-02-07T17:45:20.296Z]	<ChristopherA>	q+
[2023-02-07T17:45:20.670Z]	<Transcriber>	Harrison_Tang: Thanks Jack thanks though Rebel oh yeah I think you have a comment on the earlier Jack's question.
[2023-02-07T17:45:32.578Z]	<Orie>	I'm not in Q :)
[2023-02-07T17:45:36.632Z]	<Transcriber>	Harrison_Tang: I Keith you're in the queue.
[2023-02-07T17:45:46.224Z]	<Harrison_Tang>	haha, sorry, Orie
[2023-02-07T17:45:52.358Z]	<Harrison_Tang>	ack keith
[2023-02-07T17:46:01.716Z]	<Harrison_Tang>	q?
[2023-02-07T17:46:07.582Z]	<Orie>	I think this was mentioned earlier... https://datatracker.ietf.org/doc/draft-irtf-cfrg-frost/
[2023-02-07T17:46:10.184Z]	<Transcriber>	Keith_Kowal: Thanks for this it looks really amazing I I think the challenge I've had with these types of schemes threshold signatures and multisig is not So Much from the implementation at the graphic layer but in the region like how you you organize like multiple collecting wallets from multiple signatures or even like presenting to a signatory like what it is they're signing out maybe this probably not your scope of work but I wonder if you had any thoughts about this.
[2023-02-07T17:46:10.492Z]	<Transcriber>	Keith_Kowal:  about how you kind of implement this in.
[2023-02-07T17:46:12.636Z]	<Transcriber>	Keith_Kowal: Real life products.
[2023-02-07T17:46:28.492Z]	<Transcriber>	Keith_Kowal: Or how you collect like if you if you need like three signatures how you how you organize wallets to go collect them.
[2023-02-07T17:47:33.890Z]	<Transcriber>	Keith_Kowal: Cool thank you yeah I think that to me has been the challenge and this and how that that part of it is implemented but yeah thank you.
[2023-02-07T17:47:39.369Z]	<Transcriber>	Harrison_Tang: Christopher you're next in queue.
[2023-02-07T17:47:39.658Z]	<ChristopherA>	https://github.com/BlockchainCommons/SmartCustody/blob/master/Docs/Multisig.md
[2023-02-07T17:47:50.459Z]	<Transcriber>	Harrison_Tang: Christopher do you have any comments or questions.
[2023-02-07T17:47:55.568Z]	<Harrison_Tang>	ack christopher
[2023-02-07T17:48:21.879Z]	<Transcriber>	ChristopherA: Yes I just put into the chat the again that multisig scenario design thing yes there to answer the previous question a little there is a lot of design that is required and how to assemble and you know for instance you'll run into situations that are not reflected in the conditions but where somebody wants to be the last finer but the fact that they're the last signer is not relevant.
[2023-02-07T17:48:22.289Z]	<Transcriber>	ChristopherA:  went to verification it's.
[2023-02-07T17:48:39.764Z]	<bobwyman>	q+
[2023-02-07T17:48:53.629Z]	<Transcriber>	ChristopherA: Lay in the process of signing all the others in some kind of partial form along the way so you might have you know you know Joe and Ken are the primary signers and you know the the the the the steel the co only signs after they the first two primary signers have signed so that there's a quorum.
[2023-02-07T17:49:26.691Z]	<Transcriber>	ChristopherA: You know that so there's some some things that can happen in the in the process of signings of processes there that really aren't reflect don't need to be reflected in the final conditions because the final condition says hey you know it's there's three of The Five People You know it's valid or two or three or whatever it happens to be so there is a lot of variance there I happen to be a big fan of you know nested thresholds 2 of 2 of.
[2023-02-07T17:49:27.095Z]	<Transcriber>	ChristopherA:  32 of Threes is effectively a for of.
[2023-02-07T17:49:58.774Z]	<Transcriber>	ChristopherA: But you know it can have a lot of additional properties in the sense of you know emergency signers you know this is often important say with a verifiable credential by an institution where the you really want to have a distributed find any kind of scenario where you know if New York is down.
[2023-02-07T17:49:59.063Z]	<Transcriber>	ChristopherA:  or is on vacation.
[2023-02-07T17:50:21.699Z]	<Transcriber>	ChristopherA: Station or whatever things business processes can still proceed so you know if you're interested in talking more about these types of things you know this is a topic that blockchain Commons has been doing research on and we'd be glad to to do more thanks.
[2023-02-07T17:50:29.497Z]	<Transcriber>	Harrison_Tang: And Bob I think you are next in queue.
[2023-02-07T17:50:35.253Z]	<Harrison_Tang>	ack bob
[2023-02-07T17:50:51.379Z]	<Transcriber>	bobwyman: Yeah I'm just curious I know that Focus here is on the technology but have you all given much thought to how a user interface might present a particularly an incomplete signature to a user to an end user not a programmer.
[2023-02-07T17:50:51.801Z]	<Transcriber>	bobwyman:  you know so that.
[2023-02-07T17:52:24.175Z]	<ChristopherA>	There are a lot of good lessons on "partial signatures" in bitcoin's PSBT standard, which has evolved. We (Blockchain Commons) have discovered a number of policy (pre-signature) problems as well.
[2023-02-07T17:52:36.084Z]	<Transcriber>	Harrison_Tang: Call any other questions.
[2023-02-07T17:52:38.215Z]	<Harrison_Tang>	q?
[2023-02-07T17:52:47.743Z]	<ChristopherA>	q+
[2023-02-07T17:52:57.072Z]	<Transcriber>	Harrison_Tang: Right well thank you thank you Jack thank you for both thank you for by actually Christopher you have a question.
[2023-02-07T17:52:57.092Z]	<Harrison_Tang>	ack christopher
[2023-02-07T17:53:22.155Z]	<Transcriber>	ChristopherA: Well it's more of a trying to respond to the last one the user side of this for the you know for signing things is a is a lot harder than a lot of people think because you end up having to express a signing policy in ways that are you know complex so for instance you know Joe you know.
[2023-02-07T17:53:22.493Z]	<Transcriber>	ChristopherA:  oh is the.
[2023-02-07T17:53:54.541Z]	<Transcriber>	ChristopherA: Initiate or of a you know again the pre signing kind of phase of the policy and he needs to explain why you know other parties might need to sign it or why they're you're taking advantage of an emergency signer or or you know why an emergency signers required and and you know that there is a flow of things sometimes people want to be the last sign or they don't want to be the first signer.
[2023-02-07T17:53:54.935Z]	<Transcriber>	ChristopherA:  Etc so it turns out it's a lot.
[2023-02-07T17:54:19.289Z]	<Keith_Kowal>	q+
[2023-02-07T17:54:25.658Z]	<Transcriber>	ChristopherA: A hard problem there have been some good lessons in Bitcoins partially signed Bitcoin transactions from the very first version of it which had really no made a data to later versions that allows for more metadata to be put into it so there's some lessons there I imagine other cryptocurrency work on Multi signatures may also you know give you some UI tips there but you know my my biggest.
[2023-02-07T17:54:26.109Z]	<Transcriber>	ChristopherA:  the thing is that the the.
[2023-02-07T17:54:32.855Z]	<Transcriber>	ChristopherA: Anything is actually a lot harder you xy's and you might think it is that's it.
[2023-02-07T17:54:37.951Z]	<Transcriber>	Harrison_Tang: You Christopher Keith yeah before.
[2023-02-07T17:54:38.482Z]	<Harrison_Tang>	q+
[2023-02-07T17:54:44.614Z]	<Harrison_Tang>	ack keith
[2023-02-07T17:55:10.412Z]	<Transcriber>	Keith_Kowal: Yeah I just want to follow on from that comment yeah I mean I totally agree I think if you have like a back-end let's say like a work day that how already has those kind of orchestration features available as part of their bread and butter then it's fairly like system like you know it got big H HR System can do that but it's like how do you do in a decentralized way I would suggest like we maybe need like like new parameters which basically like the purpose that you're asking someone to sign or things like that that would have to be populated so.
[2023-02-07T17:55:11.190Z]	<Transcriber>	Keith_Kowal:  yeah it's just an echo it's a really tough problem and in the decentralized world and.
[2023-02-07T17:55:16.092Z]	<bobwyman>	q+
[2023-02-07T17:55:16.858Z]	<Transcriber>	Keith_Kowal: Always back to having to build an orchestration and.
[2023-02-07T17:55:45.666Z]	<Transcriber>	Harrison_Tang: Cool I have a question for Christopher so what's the trade-off between the like the complexity flexibility of the business logic versus like performance payload and things like that like for example earlier you mentioned about thresholds signatures I think it sounds it sounds cool but what's the how much complexity like payload and performance trade-offs are there.
[2023-02-07T17:55:51.900Z]	<Harrison_Tang>	ack harrison
[2023-02-07T17:56:13.807Z]	<Transcriber>	ChristopherA: Well for this particular approach to it the conditionals which I'm at by the way a big fan of just because of its Simplicity is yeah you know the objects get bigger and it you know it it can be kind of painful and in that regards but I don't think from a computational perspective that it's particularly challenging.
[2023-02-07T17:56:14.123Z]	<Transcriber>	ChristopherA:  you know some of the.
