[2023-01-10T18:31:11.785Z]	<Orie>	present+
[2023-01-10T19:07:33.275Z]	<Ben_-_Transmute>	scribe+
[2023-01-10T19:07:38.170Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/457
[2023-01-10T19:08:19.398Z]	<Ben_-_Transmute>	Chris Abernethy: 457 is a long conversation about azure AD for OAuth, it is impossible for them to pass tests. Azure AD require's scopes to follow a rigid naming format.
[2023-01-10T19:09:15.676Z]	<Ben_-_Transmute>	Chris Abernethy: The proposal is for the scope to be parameter for the tests. Orie pointed out that this makes testing interop impossible. I I agree with that, but unless we mandate that everyone uses the Azure AD names, we can't take that approach.
[2023-01-10T19:09:58.375Z]	<Ben_-_Transmute>	Chris Abernethy: My suggestion is that we could mandate that all implementations grant all scopes and give an optional parameter to say the scope request must contain this string.
[2023-01-10T19:10:11.698Z]	<Ben_-_Transmute>	Chris Abernethy: Let me know if you have any questions
[2023-01-10T19:10:46.882Z]	<Ben_-_Transmute>	Orie: I pinged my friends at Microsoft to weigh in on this issue. I want a response from them before acting on this issue.
[2023-01-10T19:11:38.991Z]	<Ben_-_Transmute>	Orie: I think we want to say that if you're capable of validating, you still get some coverage. We want to have some security posture around that. And then we add a description to the respec document around how scopes are handled in the profile around interop.
[2023-01-10T19:12:27.690Z]	<Ben_-_Transmute>	Orie: And then we would need to have some changes in the tests so that people dont have to jump through hoops. So update the respec document, and then add a flag to the tests to ignore scopes for other OAuth implementations.
[2023-01-10T19:13:17.460Z]	<Ben_-_Transmute>	Chris Abernethy: Would you mind adding a comment to that effect?
[2023-01-10T19:13:37.800Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/454
[2023-01-10T19:13:40.329Z]	<Chris_Abernethy>	Action: update issue 457 with Orie's comments regarding warnings for Azure
[2023-01-10T19:13:49.349Z]	<Ben_-_Transmute>	Orie: Sure, I'll copy it from the meeting minutes
[2023-01-10T19:14:47.455Z]	<Ben_-_Transmute>	Chris Abernethy: 454, this came out of the issue with some VC-API testing around the options behavior.
[2023-01-10T19:15:12.325Z]	<Ben_-_Transmute>	Orie: Okay, looking at the issue, `x-`prefix is not an optional
[2023-01-10T19:16:20.990Z]	<Ben_-_Transmute>	Orie: The intention here is to show support for data integrity and JWT. And the reason headers came out, should we have headers to opt-in to a feature to be able to show capability to that. I think long-term we want to have body parameters to define this functionality.
[2023-01-10T19:17:04.266Z]	<Ben_-_Transmute>	Chris Abernethy: So anyone who implements this without any tests, with VC-API will fail these tests, or should we make the options optional, or should we leave them as required?
[2023-01-10T19:17:17.648Z]	<Ben_-_Transmute>	Orie: I prefer for options to be required to show intention
[2023-01-10T19:17:33.411Z]	<Ben_-_Transmute>	Chris Abernethy: This could break interop with VC-API, are we okay with that?
[2023-01-10T19:18:12.713Z]	<Ben_-_Transmute>	Orie: I think we want to have specific options around security, and rather than having implicit options that are known to the caller, these should be exposed to the user.
[2023-01-10T19:18:50.321Z]	<Ben_-_Transmute>	Chris Abernethy: My main issue here was that it didn't seem to match up with what they are doing. But I'm okay with the current proposal.
[2023-01-10T19:18:59.424Z]	<Ben_-_Transmute>	Orie: I think that's what we want to do.
[2023-01-10T19:19:09.811Z]	<Ben_-_Transmute>	Chris Abernethy: I will close with comments.
[2023-01-10T19:19:21.119Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/475
[2023-01-10T19:20:22.553Z]	<Ben_-_Transmute>	Nis: I think this issue might be in the wrong repo, this should probably be moved to trace-vocab
[2023-01-10T19:20:34.385Z]	<Ben_-_Transmute>	Orie: Yes, you can move it to trace-vocab.
[2023-01-10T19:21:02.665Z]	<Ben_-_Transmute>	Chris Abernethy: Can we jump to 482?
[2023-01-10T19:21:06.671Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/482
[2023-01-10T19:21:38.857Z]	<Ben_-_Transmute>	Chris Abernethy: This is something Mike brought up with me. Should we update to statuslist 2021?
[2023-01-10T19:21:51.855Z]	<Ben_-_Transmute>	Orie: If we can't resolve the context, can we update?
[2023-01-10T19:22:05.453Z]	<Ben_-_Transmute>	Nis: It looks like it's fixed, and was just fixed now.
[2023-01-10T19:23:05.139Z]	<Ben_-_Transmute>	Orie: I have been bit by implementing something that just got moved to a working group. I would like to see something get further a long in a working group before a working group as published a FPWD on it.
[2023-01-10T19:23:14.243Z]	<Ben_-_Transmute>	Chris Abernethy: I don't know what FPWD
[2023-01-10T19:24:00.389Z]	<Ben_-_Transmute>	Orie: First Published Working Draft. In order to become a technical recommendation it need to start as a FPWD.
[2023-01-10T19:24:42.619Z]	<Ben_-_Transmute>	Paul: Is there a function that we want to have in interop which would use this?
[2023-01-10T19:24:58.946Z]	<nis>	https://github.com/w3c-ccg/traceability-interop/issues/479
[2023-01-10T19:25:06.484Z]	<Ben_-_Transmute>	Orie: This would allow for suspension and revocation, in which there are a few. I think that we don't want to chase a bleeding edge.
[2023-01-10T19:25:59.913Z]	<Ben_-_Transmute>	Chris Abernethy: In our spec, we have a bunch of examples that contain proofs, but we changed the content, but didn't update the proof. So it doesn't seem right to have invalid proofs.
[2023-01-10T19:26:55.443Z]	<Ben_-_Transmute>	Orie: With respect to proofs, we might want to use a respec plugin for proof signatures, to solve this problem elegantly. And inclusively using JWT.
[2023-01-10T19:27:24.159Z]	<Ben_-_Transmute>	Chris Abernethy: Okay, sounds good. Can we move this to ready for PR, or do we need more specific examples?
[2023-01-10T19:27:47.219Z]	<Ben_-_Transmute>	Orie: I think it would apply to every example with a proof in it. I will include a link and a comment.
[2023-01-10T19:27:58.748Z]	<Ben_-_Transmute>	Nis: Does this apply to trace-vocab?
[2023-01-10T19:28:12.200Z]	<Ben_-_Transmute>	Orie: It's weird that we're even talking about proofs in this document.
[2023-01-10T19:28:33.689Z]	<Ben_-_Transmute>	Nis: I think that means we mostly have a separate similar issue on trace-vocab
[2023-01-10T19:29:04.616Z]	<Ben_-_Transmute>	Chris Abernethy: If you look at the specification, it will contain a proof. And we want our spec to not perpetuate bias, as well as the respec document.
[2023-01-10T19:29:26.526Z]	<Ben_-_Transmute>	Orie: I have included a link for something Manu built to help address that problem.
[2023-01-10T19:29:48.469Z]	<Ben_-_Transmute>	Nis: Let's wrap this up, I'll see you Feb 21. Let's keep on the progress. Thank you.
[2023-01-10T19:29:52.409Z]	<Ben_-_Transmute>	scribe-
