[2021-06-22T15:59:31.548Z]	<Charles_E._Lehner_[cel]>	present+
[2021-06-22T16:13:56.305Z]	<Heather_Vescent>	q?
[2021-06-22T16:13:59.850Z]	<Heather_Vescent>	ack manu
[2021-06-22T16:14:08.902Z]	<manu>	DID Core 2nd Candidate Recommendation is here: https://www.w3.org/TR/2021/CRD-did-core-20210616/
[2021-06-22T16:14:15.006Z]	<manu>	heathervescent: Any other announcements/reminders?
[2021-06-22T16:14:23.749Z]	<Heather_Vescent>	Progress on Action Items: https://github.com/w3c-ccg/community/issues?q=is%3Aissue+is%3Aopen+label%3A%22action%3A+review+next%22
[2021-06-22T16:14:27.858Z]	<manu>	Topic: Action Items
[2021-06-22T16:14:51.518Z]	<manu>	heathervescent: Update on Infrastructure Task Force?
[2021-06-22T16:14:51.933Z]	<Heather_Vescent>	IFT Update: https://github.com/w3c-ccg/community/issues/197
[2021-06-22T16:14:56.361Z]	<manu>	https://github.com/w3c-ccg/community/issues/197
[2021-06-22T16:15:45.576Z]	<manu>	wayne: Not too many updates recently, seems to have stabilized, APAC call waiting on 3rd co-chair to do that, grateful to manu for providing further updates to infrastructure, thankful to heather for updates on how to scribe.
[2021-06-22T16:15:52.790Z]	<manu>	heathervescent: Are you having any other meetings?
[2021-06-22T16:16:02.800Z]	<Heather_Vescent>	Open co-chair role: https://github.com/w3c-ccg/community/issues/196
[2021-06-22T16:16:04.608Z]	<manu>	wayne: No meetings scheduled, might be a good idea to have meetings every month or two.
[2021-06-22T16:16:31.546Z]	<manu>	heathervescent: We need another co-chair, it's a lot of work for two people -- we need to solve this in some way.
[2021-06-22T16:17:07.098Z]	<manu>	heathervescent: The way we've done this in the past is by having a 3rd co-chair - one challenge we've had at this time about the role -- people interested, for various reasons, folks have decided not to take the stage -- lots of stuff going on -- packged calendar.
[2021-06-22T16:17:15.771Z]	<manu>	heathervescent: There are 4 W3C CCG calls on my calendar!
[2021-06-22T16:17:52.974Z]	<manu>	heathervescent: Also confidential storage, and VC EDU -- we are doing a LOT of work in the CCG -- not only happening in this main meeting... wanted to query the community on how we could solve this. Should we cut down number of main CCG meetings?
[2021-06-22T16:18:29.356Z]	<manu>	heathervescent: We might want to ask other meeting runners to come into rotation on weekly call -- current state of co-chairs is not sustainable and if we do not have a solution to it soon, you might end up with no co-chairs.
[2021-06-22T16:18:52.388Z]	<manu>	heathervescent: not a threat, different co-chairs prioritize the work at different levels -- we are doing a lot of work in community -- we'd like work in community to be supported done.
[2021-06-22T16:18:54.175Z]	<manu>	q+
[2021-06-22T16:19:12.948Z]	<Heather_Vescent>	ack manu
[2021-06-22T16:19:14.900Z]	<Heather_Vescent>	q?
[2021-06-22T16:19:38.955Z]	<Brian_Richter>	present+
[2021-06-22T16:19:40.346Z]	<Orie>	sounds like expectations should be changed regarding what chairs are responsible for doing.
[2021-06-22T16:20:06.372Z]	<Heather_Vescent>	Orie q+
[2021-06-22T16:20:14.193Z]	<Heather_Vescent>	q+ Orie
[2021-06-22T16:20:53.895Z]	<IdentityWoman>	present+
[2021-06-22T16:21:11.977Z]	<manu>	manu: We need to make this sustainable, perhaps we should lean on others already running meetings.
[2021-06-22T16:21:25.979Z]	<Heather_Vescent>	q+
[2021-06-22T16:21:27.352Z]	<manu>	orie: I think you said you were joining all calls... that's a lot to ask chairs... not sustainable.
[2021-06-22T16:21:29.457Z]	<manu>	ack orie
[2021-06-22T16:21:29.771Z]	<Heather_Vescent>	ack Orie
[2021-06-22T16:21:53.291Z]	<Chris_Winczewski>	present+
[2021-06-22T16:22:04.801Z]	<manu>	orie: Not just Chairs volunteering, people running calls -- generally speaking, in order for this community to be effective, we need to work async in a way that's effective. Call time should be focused on resolving disputes that are not being resolved async.
[2021-06-22T16:22:12.256Z]	<Chris_Winczewski>	present+
[2021-06-22T16:22:33.590Z]	<manu>	orie: My understanding of Chairs is process manager but not significant work item contributor... I cannot imagine Chairs being able to be aware fully of all work items... it's a lot to ask.
[2021-06-22T16:22:48.850Z]	<Heather_Vescent>	ack heatherv
[2021-06-22T16:23:04.586Z]	<manu>	manu: if there is a perception that chairs are involved in everything, that's not sustainable.
[2021-06-22T16:23:30.564Z]	<manu>	heathervescent: I don't attend all meetings, I attend them sometimes and do CCG 101 -- I do disagree that Chairs need to know work items going on, but that can happen async.
[2021-06-22T16:23:55.767Z]	<Heather_Vescent>	q?
[2021-06-22T16:23:57.157Z]	<manu>	heathervescent: The point with six CCG calls, lot more work happening on work item, pool of work and people in leadership roles are spread across six meetings instead of 1-2.
[2021-06-22T16:24:09.977Z]	<Heather_Vescent>	ack Heather_V
[2021-06-22T16:24:18.563Z]	<manu>	heathervescent: Any other comments on this topic?
[2021-06-22T16:24:21.279Z]	<Jeff_Stephens>	q+
[2021-06-22T16:24:30.878Z]	<Heather_Vescent>	ack Jeff_S
[2021-06-22T16:24:54.188Z]	<manu>	Jeff_Stephens: Just as an example, not directly related to how it's done here -- biometric standards bodies -- they have subcommittees, they have chairs on sub-groups as well...
[2021-06-22T16:25:16.555Z]	<manu>	Jeff_Stephens: Don't know if you can set up a hierarchical structure for this group, something to think about.
[2021-06-22T16:25:31.476Z]	<manu>	heathervescent: That's an interesting idea, haven't had hierarchy in the past, how would community like to do that?
[2021-06-22T16:25:32.760Z]	<manu>	q+
[2021-06-22T16:25:36.879Z]	<TallTed>	q+
[2021-06-22T16:25:41.047Z]	<Heather_Vescent>	ack manu
[2021-06-22T16:25:52.268Z]	<Heather_Vescent>	manu: +1 to roll up to the CCG chairs
[2021-06-22T16:26:02.162Z]	<Heather_Vescent>	ack TallTed
[2021-06-22T16:26:27.392Z]	<Wayne_Chang>	q+
[2021-06-22T16:26:31.994Z]	<manu>	TallTed: I am the crazy person who is trying to attend every call of every group in which I have a vested interest -- there is some need for some level of hierarchy here -- inherent in work items being subtasks of CCG -- there is a hierarchy there.
[2021-06-22T16:27:14.054Z]	<Heather_Vescent>	+1 to chairs staying in sync with the work items/meeting to make sure they stay on the rails.
[2021-06-22T16:27:22.714Z]	<manu>	TallTed: Not all calls need to be attended by CCG Chairs -- need to be aware if work items are going to reach conflict level -- if split group should be multiples or single.
[2021-06-22T16:27:23.958Z]	<Heather_Vescent>	q?
[2021-06-22T16:27:30.250Z]	<Heather_Vescent>	ack Wayne_C
[2021-06-22T16:28:54.543Z]	<Heather_Vescent>	q?
[2021-06-22T16:29:01.608Z]	<Orie>	DIF has staff I think.
[2021-06-22T16:29:03.569Z]	<manu>	Wayne_Chang: It is getting to be a lot of workload, lots of work items, even if we had 3rd co-chair, would it be enough? Work items accountable? I keep thinking if it's possible to have more dedicated resource on behalf of CG, then we need budget, responsibilities, governance, CCG need it's own entity? Having a pair of hands that could help, paid obligation, explicit support of W3C staff, show up to meetings, notes, recordings... that's been hinging on
[2021-06-22T16:29:03.649Z]	<manu>	the Chairs, as we have more work items, more meetings, task forces, might be easier for someone good at this to work on this like W3C staff.
[2021-06-22T16:29:05.177Z]	<manu>	q+
[2021-06-22T16:29:05.962Z]	<mprorock>	q+
[2021-06-22T16:29:14.206Z]	<Heather_Vescent>	ack manu
[2021-06-22T16:29:23.182Z]	<Orie>	does OIDF / TOIP / IETF have staff?
[2021-06-22T16:29:47.263Z]	<Heather_Vescent>	manu: that sounds fine (staff), the second we talk about staff, it's money and a bunch of meta problems and we stop working on the technical work, and now we have management of a psuedo standards group.
[2021-06-22T16:30:08.775Z]	<Heather_Vescent>	... maybe we shouldn't do as good of a job as we are right now. Maybe everyone should take a step back and see if things fall over.
[2021-06-22T16:31:00.551Z]	<Heather_Vescent>	... some things we can't slip, we need minutes and notes, this is a fundamental protection for the community.
[2021-06-22T16:31:14.414Z]	<Wayne_Chang>	TOIP has staff
[2021-06-22T16:31:15.421Z]	<Heather_Vescent>	... but coordinating things, takes a lot of work and is largely unseen.
[2021-06-22T16:31:18.886Z]	<Heather_Vescent>	q?
[2021-06-22T16:31:22.816Z]	<Heather_Vescent>	q+
[2021-06-22T16:31:42.655Z]	<Heather_Vescent>	ack mprorock
[2021-06-22T16:31:47.248Z]	<Wayne_Chang>	IETF has.....people whose employer allows it to be part of their job
[2021-06-22T16:32:11.313Z]	<manu>	mprorock: What is your typical weekly workload for Chairs?
[2021-06-22T16:32:19.075Z]	<manu>	mprorock: Maybe focused Chair roles?
[2021-06-22T16:32:27.889Z]	<manu>	mprorock: Can we group by function rather than group?
[2021-06-22T16:32:40.107Z]	<manu>	mrporock: That might get more interest -- functional?
[2021-06-22T16:32:49.262Z]	<manu>	heathervescent: Wayne, want to provide how much work you do?
[2021-06-22T16:33:29.903Z]	<manu>	Wayne_Chang: Work is anywhere from 2-6 hours a week, a lot of it is reading... would spend more time... if I had more time would spend more time on speakers, want to ask community on speakers, last few weeks 2-4 hours.
[2021-06-22T16:33:30.381Z]	<JeffO-StL>	present+
[2021-06-22T16:34:18.453Z]	<manu>	heathervescent: I don't spend much that time -- in order to put agenda together, do minutes, follow up in Task Force -- 2-3 hours per week. Cochair leaderhsip meeting haven't been happening since March -- no long term planning, strategic planning, ensuring anyone doing minutes.
[2021-06-22T16:34:37.023Z]	<Orie>	yikes, if we are going to turn this call into a slander session.
[2021-06-22T16:34:44.664Z]	<manu>	heathervescent: I don't mean to be combative, but Wayne, hard to understand how you put in that time.
[2021-06-22T16:34:49.983Z]	<Orie>	I don't see this call doing anything useful for us.
[2021-06-22T16:35:15.481Z]	<manu>	Wayne_Chang: No need to call out people on a call, happy to discuss in a separate call.
[2021-06-22T16:35:40.454Z]	<Heather_Vescent>	q?
[2021-06-22T16:35:44.981Z]	<mprorock>	If you can locate that responsibility/role doc that would be awesome
[2021-06-22T16:35:46.469Z]	<Heather_Vescent>	ack Heather_V
[2021-06-22T16:35:50.282Z]	<manu>	heathervescent: If you manage your time, and we are efficient about things, you attend some meetings -- 2-3 hours includes running this meeting -- CCG101 call -- I don't know if that answers your question Mike.
[2021-06-22T16:36:03.566Z]	<manu>	mprorock: If you find that doc, I'm happy to share with folks with interest in the space.
[2021-06-22T16:36:08.578Z]	<Heather_Vescent>	CCG Job Description: https://docs.google.com/document/d/18uPGjBw15i9jLRQ5K4SCwrrGU6zBIB3PpIap17X39fo/edit
[2021-06-22T16:36:31.071Z]	<manu>	heathervescent: The doc is in IRC -- in preparation for open co-chair role.
[2021-06-22T16:37:19.317Z]	<manu>	heathervescent: Publishing minutes used to take a long time, now easier than to Kim/Manu, have documented a lot of stuff.
[2021-06-22T16:38:03.175Z]	<Heather_Vescent>	q?
[2021-06-22T16:38:11.191Z]	<manu>	heathervescent: easier to understand how things are done now... we should do mentoring and leadership succession planning -- need to be successful co-chair, manageable time... happy to mentor someone if they want to come in. Wayne and I had discussed that one year co-chair could be good. Any questions or comments?
[2021-06-22T16:38:16.925Z]	<rgrant>	q+ delegation of specific items
[2021-06-22T16:38:20.631Z]	<manu>	heathervescent: Any other questions/comments about the issue?
[2021-06-22T16:38:25.482Z]	<Heather_Vescent>	ack rgrant
[2021-06-22T16:38:54.185Z]	<JeffO-StL>	present+
[2021-06-22T16:39:09.221Z]	<manu>	rgrant: Heather, wanted to thank you especially for minutes training. I can help out on minutes occaisionally, this is a much smaller responsibility / work item than being a co-chair in general sense. The thought came to me, are there other delegation on specific items that people can volunteer for? Volunteer queue.
[2021-06-22T16:39:16.792Z]	<FNe0c4e4a15cff9f2c1ef31f22634e05b8>	present+
[2021-06-22T16:39:18.478Z]	<Heather_Vescent>	q+
[2021-06-22T16:39:22.782Z]	<manu>	rgrant: Even though we're considering another co-chair, it would also make the co-chairs lives easier.
[2021-06-22T16:39:27.656Z]	<mprorock>	+1 rgrant - i think that is a great idea
[2021-06-22T16:39:58.719Z]	<manu>	heathervescent: Yeah, I think that's definitely one of the things we wanted to do -- there is management process time there, getting people to easily volunteer -- hidden goals of CCG101 is to make it easy for folks to communicate and make people part of CCG in low-stakes area.
[2021-06-22T16:40:17.265Z]	<manu>	heathervescent: Get feet wet with community -- if someone wants to do that, I'm willing to help with that.
[2021-06-22T16:40:29.072Z]	<manu>	heathervescent: There needs to be heavy lifting from folks other than chairs to jump start that.
[2021-06-22T16:40:50.000Z]	<Heather_Vescent>	q?
[2021-06-22T16:40:53.452Z]	<manu>	heathervescent: There are more things we want to do -- diversity reviews of work items.
[2021-06-22T16:40:57.870Z]	<manu>	ack heather
[2021-06-22T16:41:08.128Z]	<manu>	heathervescent: Any final comments for today? If not, we can move forward.
[2021-06-22T16:41:34.593Z]	<manu>	heathervescent: Thank you for having that conversation, this community is not afraid of conflict, not worried.
[2021-06-22T16:41:35.850Z]	<manu>	Topic: No Agenda, Agenda
[2021-06-22T16:41:48.605Z]	<rgrant>	/me tests emotes from jitsi
[2021-06-22T16:41:56.520Z]	<manu>	heathervescent: The purpose here is for open space -- interesting things that are happening? Is there something that's annoyed you recently.
[2021-06-22T16:42:10.526Z]	<mprorock>	q+ coolness of VC data model in practice
[2021-06-22T16:42:13.641Z]	<manu>	heathervescent: California VCs? Something interesting/exciting that has inspired you?
[2021-06-22T16:42:23.261Z]	<Heather_Vescent>	q?
[2021-06-22T16:42:27.675Z]	<Heather_Vescent>	ack mprorock
[2021-06-22T16:42:50.288Z]	<manu>	mprorock: yeah, had an interesting experience yesterday, demonstrating for government agency -- and when you look at regulatory items, there is a comfort level with pen/paper that makes it slow to move away from.
[2021-06-22T16:43:21.674Z]	<manu>	mprorock: We're dealing with agriculture, food safety... doing track and trace for food recall -- the question came up -- how do we know that this data is ok? What was entered is what was presented?
[2021-06-22T16:44:08.968Z]	<manu>	mprorock: VC data model on VC we just issued -- a light bulb went off for the audience for people that have traditionally been paper-based... good feedback moment for work we're doing... they said: "I got it, see proof beside data, can call different systems to say this data is fine"
[2021-06-22T16:44:46.536Z]	<Kim>	present+
[2021-06-22T16:44:49.461Z]	<manu>	mprorock: It was cool to me, used to working more to people speaking same langauge... but this one hadn't seen a VC before, but they got it right away, other solution on market for digital signage didn't have same security constraints under the hood.
[2021-06-22T16:45:11.621Z]	<manu>	mprorock: Really well received, when we talk about moving off of paper, over to digital, confidence is important.
[2021-06-22T16:45:16.183Z]	<Heather_Vescent>	q?
[2021-06-22T16:45:16.486Z]	<manu>	heathervescent: Very cool, Mike.
[2021-06-22T16:45:28.163Z]	<manu>	q+ to ask "What do people think our priorities should be?"
[2021-06-22T16:45:32.055Z]	<mprorock>	and crickets
[2021-06-22T16:45:37.219Z]	<Heather_Vescent>	ack manu
[2021-06-22T16:46:17.173Z]	<Heather_Vescent>	manu: wanted to ask, would love to hear from the community, where are we going? What should our next focus be?
[2021-06-22T16:46:40.104Z]	<mprorock>	q+ respond
[2021-06-22T16:46:42.348Z]	<Heather_Vescent>	... we have six different groups, all of them are helpful, but if we had to converge on a big topic, what would it be?
[2021-06-22T16:46:53.582Z]	<manu>	identitywoman: q+ mprorock
[2021-06-22T16:46:55.471Z]	<Heather_Vescent>	ack IdentityWoman
[2021-06-22T16:47:06.864Z]	<manu>	ack respond
[2021-06-22T16:47:08.024Z]	<manu>	q?
[2021-06-22T16:47:11.098Z]	<manu>	q+ mprorock
[2021-06-22T16:47:13.369Z]	<Dmitri_Z>	authorization :)
[2021-06-22T16:47:20.830Z]	<TallTed>	q+
[2021-06-22T16:47:36.293Z]	<manu>	identitywoman: fighting QR Codes ... I think that sharing digital encodec information about people is incredibly dangerous and worrying. I think the concerns that BC government need to be taken seriously.
[2021-06-22T16:47:58.283Z]	<manu>	identitywoman: We need to figure out how to explain the difference between VCs and VPs and what is being unfolded right now with covid vaccine certs.
[2021-06-22T16:48:09.069Z]	<manu>	heathervescent: How can the community support that?
[2021-06-22T16:48:17.172Z]	<cel>	is there a link to concerns of BC folks mentioned by identitywoman?
[2021-06-22T16:48:26.319Z]	<Adrian>	Q+
[2021-06-22T16:48:30.289Z]	<Heather_Vescent>	q?
[2021-06-22T16:48:39.298Z]	<Dmitri_Z>	present+
[2021-06-22T16:48:53.179Z]	<manu>	identitywoman: I'm trying to take material that was drafted by BC folks, shape it into a whitepaper, it may even be coming out with some sort of statement. People can't understand the differences, it's all just "digitally signed stuff, isn't it just the same?"
[2021-06-22T16:49:03.496Z]	<manu>	heathervescent: So you mean, a statement from the CCG?
[2021-06-22T16:49:08.903Z]	<Heather_Vescent>	q?
[2021-06-22T16:49:17.586Z]	<manu>	identitywoman: Potentially... this is one of the significant bodies working on this technology.
[2021-06-22T16:49:25.228Z]	<TallTed>	q+ to speak to QRcodes...
[2021-06-22T16:49:27.338Z]	<manu>	heathervescent: Let's see what people say -- work item to track, interesting idea.
[2021-06-22T16:49:33.953Z]	<Heather_Vescent>	ack mprorock
[2021-06-22T16:49:56.519Z]	<kezike>	present+
[2021-06-22T16:50:05.365Z]	<JeffO-StL>	present+
[2021-06-22T16:50:09.168Z]	<manu>	mprorock: Thanks for that Kaliya, that whole issue, digitally signed info, what's the difference is a big one... we have to find a way to communicate effectively on route we'd like to take. QR Codes used to display VCs, difference in how FHIR Smart HealthCards are doing things.
[2021-06-22T16:50:35.422Z]	<Heather_Vescent>	q?
[2021-06-22T16:50:38.206Z]	<manu>	mprorock: We need to speak clearly about those differences, but recognize that this stuff is out in the world... how can we help move this stuff toward a better privacy option.
[2021-06-22T16:50:48.454Z]	<manu>	mprorock: Appreciate you bringing that to light, Kaliya.
[2021-06-22T16:50:52.220Z]	<Heather_Vescent>	ack TallTed
[2021-06-22T16:51:29.441Z]	<IdentityWoman>	that is what i'm talking about.
[2021-06-22T16:51:31.770Z]	<manu>	TallTed: I think that fighting to never use QRCodes is a battle that is already long lost -- took a decade to hit in the western hemisphere, they're useful when used appropriately -- use them appropriately. Only put in public information, information that is encrypted, that sort of thing.
[2021-06-22T16:52:00.330Z]	<Heather_Vescent>	q?
[2021-06-22T16:52:06.963Z]	<manu>	TallTed: They can be used on vaxcerts to point to other information, but should not include anything in bold face on QR Code package -- just by scanning QR Code, decode, people will be happy vs. street address and phone number.
[2021-06-22T16:52:07.921Z]	<TallTed>	q-
[2021-06-22T16:52:09.524Z]	<Heather_Vescent>	ack Adrian
[2021-06-22T16:52:56.199Z]	<manu>	agropper: I've studied the relationship to VCs and DIDs in relation to health records as long as VCs and DIDs... I don't understand the problem with QRCodes, there can be problems, we need to be careful not ascribing privacy interest for convenience.
[2021-06-22T16:53:33.257Z]	<manu>	agropper: if we don't have communities of employers, patients, representing themselves, instead represented by proxies, it's easy to confuse people about digital standards because of that -- the context is so important
[2021-06-22T16:53:38.078Z]	<JeffO-StL>	present+
[2021-06-22T16:53:42.321Z]	<manu>	manu: +1 to what Adrian is saying.
[2021-06-22T16:53:46.727Z]	<Heather_Vescent>	q?
[2021-06-22T16:53:49.322Z]	<manu>	q+
[2021-06-22T16:53:56.773Z]	<Heather_Vescent>	ack manu
[2021-06-22T16:55:34.320Z]	<Heather_Vescent>	manu: reflect on the QR thing, Kaliya's intent is the data in the QR code, not the QR code itself. The data you put in them, can be concerning, health record stuff is dangerous, as Kaliya mentioned on the mailing list. It is not a VC. Manu's personal opinion is not a VC, isn't interoperable, but they got a bunch of tech providers to agree to use it, so there is that. There are some deeply concerning things about the way it is deployed. +1 to voicing that opinion.
[2021-06-22T16:56:20.133Z]	<Heather_Vescent>	... what we (the company) have seen, is companies using VC, Verifiable Credentials, it's got a good brand, a number of companies external to this community, in ways that are not aligned at all for the technology to be, and they aren't even using the technology (we developed here) under the scenes.
[2021-06-22T16:56:49.232Z]	<Heather_Vescent>	... it would be good to make a statement, like the way this is constructed, is problematic, because of [specifics] and here are concerns.
[2021-06-22T16:56:59.097Z]	<Heather_Vescent>	... I think the working groups should be able to say stuff like that.
[2021-06-22T16:57:00.575Z]	<Heather_Vescent>	q+
[2021-06-22T16:57:08.244Z]	<rgrant>	q+ standards interoperability matrix
[2021-06-22T16:57:10.007Z]	<Heather_Vescent>	... and people will listen, if we can agree to the statements.
[2021-06-22T16:57:34.923Z]	<Heather_Vescent>	... writing a paper is something that will (likely) fail. But a paragraph. +1 to Kaliya for the community to say things like this in an official capacity.
[2021-06-22T16:58:05.023Z]	<Heather_Vescent>	... also curious about all this plumbing that we assume exists (e.g. LDS) but this community is busy, but has not been involved in the 300 emails that have changed hands in the semantic web group.
[2021-06-22T16:58:07.733Z]	<IdentityWoman>	(I'm working on a white paper about the issues with QR codes at ToIP) -  would be great to have a paragraph about the issues from CCG
[2021-06-22T16:58:26.479Z]	<rgrant>	q+ why is a VC a semantic web thing?
[2021-06-22T16:58:42.214Z]	<Kim>	we can make it easier on ourselves by defining conformance criteria and getting ahead of the messaging; being more precise with "Verifiable Credential"
[2021-06-22T16:59:30.732Z]	<Heather_Vescent>	... what people are seeing there, is a disinterest from teh CCG because we (the CCG) is not there participating. So commenting about what is going on in the market, (Health Record) but I feel like we are tripping over some fundamentals. We are assuming some tech will be formalized. (Being a little hyperbolic.) BUt people are not seeing this community's thoughts about this. And this is a problem, because we have a big stake in that work succeeding. There may be some fundamental work that we need to do (e.g. LDS).
[2021-06-22T16:59:32.590Z]	<Heather_Vescent>	q?
[2021-06-22T16:59:41.407Z]	<TallTed>	q+ to suggest calling for cosigners (coauthors? coeditors?) on QRcode analysis, statement on QRcodes, whatever shape within CCG and VCWG (others? Privacy WG?) before broader public
[2021-06-22T16:59:57.127Z]	<mprorock>	+1 manu - LDS is a key fundamental base for the rest of all the things
[2021-06-22T17:00:08.039Z]	<rgrant>	q-
[2021-06-22T17:00:20.004Z]	<manu>	heathervescent: It sounds like there is interest in putting together statement about something. Want to invite Kaliya to start issue on CCG Github as something to start. This would be great.
[2021-06-22T17:00:40.184Z]	<manu>	heathervescent: Diversity / inclusion -- work together, would support that as a Chair and org.
[2021-06-22T17:00:43.976Z]	<manu>	ack  heather
[2021-06-22T17:00:46.662Z]	<manu>	ack rgrant
[2021-06-22T17:00:47.238Z]	<Heather_Vescent>	ack rgrant
[2021-06-22T17:00:49.272Z]	<manu>	ack heather
[2021-06-22T17:00:49.957Z]	<Heather_Vescent>	q?
[2021-06-22T17:01:19.786Z]	<manu>	rgrant: As focus for group, maintain visual picture of various projects we're aware of are interop'ing... I keep trying to build that picture on the calls, some days it works well, some days it doesn't, just an idea.
[2021-06-22T17:01:24.433Z]	<Heather_Vescent>	ack TallTed
[2021-06-22T17:01:38.706Z]	<kezike>	Right Kim, similarly I was going to suggest encouraging implementation of vc-http-api as vetting mechanism via the test suite conformance
[2021-06-22T17:01:53.573Z]	<manu>	TallTed: Just a suggestion, Kaliya -- don't know if you're interested, co-author, co-editor, brief statement that sums up where CCG and VCWG stand on QR Codes -- we all know X.
