[Tue 11:04:29] <manu>	Agenda: https://lists.w3.org/Archives/Public/public-webpayments-ig/2016Feb/0080.html
[Tue 11:11:49] <voip-vctf>	ShaneM has the floor (to talk about reputational risk and W3C).
[Tue 11:12:14] <voip-vctf>	sasutton [SIP/192.168.1.118-000008bf] has left the conference.
[Tue 11:12:37] *	dezell (~webmaster@public.cloak) has joined #vctf
[Tue 11:12:55] <dezell>	Present+
[Tue 11:13:08] <dezell>	q?
[Tue 11:13:08] <voip-vctf>	The speaker queue is empty.
[Tue 11:13:10] <dlongley>	ShaneM: I just wanted to say that there's a thing we all need to keep in mind about W3C or any standards organization. It's important that they consider their reputation and it's reasonable for them to consider it in the balance of all of the other reasons for doing work. It's not the ultimate one but part of the mix. If we perceive resistance part of that is the risk of failure. Failure doesn't look good, what if you held a party and nobody came, what if you built a standard and nobody came. It's happened before. We want to make certain whatever we bring forward we have a high confidence of success in.
[Tue 11:13:18] <dezell>	q+
[Tue 11:13:18] <voip-vctf>	dezell has been added to the queue: dezell
[Tue 11:13:24] <manu>	ack dezell 
[Tue 11:13:24] <voip-vctf>	dezell has the floor.
[Tue 11:13:24] <dlongley>	manu: Anyone have any more thoughts?
[Tue 11:14:29] <dlongley>	David: To add to Shane, reputation is everything and I've been at W3C long enough to be there during the years when there was huge amounts of turmoil where the AC didn't believe that the WG and IG weren't doing things they should be doing and that's not pleasant. I think Jeff Jaffe is in our favor here -- he can seem hard nosed, but one of the things that's great about him, speaking for myself, if Jeff is ok with what you're doing, the AC will be fine. In some ways that makes it a little easier and less contentious. There should be some focus on Jeff in all this.
[Tue 11:14:34] <dlongley>	manu: Agreed, great input.
[Tue 11:15:38] <manu>	https://www.w3.org/2016/02/22-wpay-minutes.html#item09
[Tue 11:16:20] *	sasutton has quit ("Page closed")
[Tue 11:16:27] <dlongley>	manu: One of the things that came out of the meeting is that we may be handed off to a different domain lead. So perhaps better done in another location. We learned that Wendy Seltzer, the current domain lead, she said that we may want to be handed off to another area and on top of that, she is really concerned that we are saying this is a generalized verifiable claims solution. She's said why not just focus on education. When she said that, the US Fed Rep said "No, that would be a mistake to focus on just one vertical, you need to take financial and healthcare into account because otherwise you'll get a point solution." General feedback from the group was to make it as broad as possible, but make sure people from those areas are in the group.
[Tue 11:17:42] <burn>	Makes sense.  While it's better to support 3 communities than one, it's better to support one than none.
[Tue 11:17:54] <dlongley>	manu: We're going to write a charter in a fairly general way, circulate it in the various communities and if it turns out if one of those communities won't send someone to participate in the work, we'll need to remove those communities from the charter. If only the education orgs respond and no one else responds, we'll need to focus the charter on education. W3C management has said that that's what they can support and get behind. If we're going to make grand claims and only education folks are in the room, it isn't all inclusive and we can't take other communities desires into account.
[Tue 11:18:03] <dlongley>	manu: Any concerns?
[Tue 11:18:16] <hvnt7>	q+
[Tue 11:18:16] <voip-vctf>	hvnt7 has been added to the queue: hvnt7
[Tue 11:18:30] <dlongley>	manu: It is up to us to make sure there is broad buy in to the charter because otherwise it will be limited to whichever orgs want to participate.
[Tue 11:18:31] <manu>	ack hvnt7 
[Tue 11:18:31] <voip-vctf>	hvnt7 has the floor.
[Tue 11:19:34] <dlongley>	hvnt7: That makes a lot of sense from your perspective. My concern is having the charter, if we end up going down the path of only thinking of one community in mind, the only one that can participate, then how do we socialize these ideas in other communities that we want to utilize this at some point in the future. I'm new to the W3C process ... this is a long term plan, not a 6 month plan, it's like 10 years.
[Tue 11:19:36] <dlongley>	manu: Yup.
[Tue 11:20:09] <dlongley>	hvnt7: My interest is in banking and finance and there's a lot of politics here, how do we both be specific and focused to show success but as it occurs also bring in others into the process.
[Tue 11:20:48] <dlongley>	manu: We're to the point where we have to get orgs to commit. Once we have a charter we have to get them to commit. It's a people skills thing, each of us has deep contacts into these areas and we need to show the charter to those people and ask them to join because it won't happen if they don't.
[Tue 11:21:41] <dlongley>	manu: Heather, you taking that charter out to your contacts would really help. You identifying someone in your own orgs who can come and do the work, not a 10 year commitment, but 6-12 months, that would really help. We're focused on the next 4-5 months and that's the start of the first technical group. Once that starts then we can talk about the vision and 10 years and all that.
[Tue 11:21:45] <hvnt7>	That all makes sense. Thanks.
[Tue 11:22:04] *	ottonomy (~ottonomy@public.cloak) has joined #vctf
[Tue 11:22:12] <dlongley>	manu: To be clear we do need people to understand the vision as well. There will be a link to the charter, it will be public, there will be use cases. Each of us will go to finance or healthcare or education or gov't and tell them to participate.
[Tue 11:22:20] <dlongley>	manu: Any other questions points?
[Tue 11:22:25] <dlongley>	none
[Tue 11:22:31] <manu>	Topic: Next Steps (W3C AC Meeting)
[Tue 11:22:45] <dlongley>	manu: There is a W3C AC meeting happening in Boston at the end of this month. That's our next deadlin.e
[Tue 11:22:56] <manu>	https://www.w3.org/Member/Meeting/2016ac/March/Overview.html
[Tue 11:22:57] <dlongley>	manu: The hope is that we have a charter and use cases ready to be socialized at least a week before that.
[Tue 11:23:01] <dlongley>	manu: That's 15-20 days from now.
[Tue 11:23:15] <voip-vctf>	Nate Otto [SIP/sip2sip.info-000008c6] has joined the conference.
[Tue 11:23:57] <dlongley>	manu: We need to get a set of docs together to start socializing among the advisory committee. They cannot give us any time to talk about it at the meeting because it's too late in the process, meaning we can't get up on stage and talk about it. But we can circulate it among the forum and say we'll be there to talk about it and have hallway discussions with key people. The more people we have at W3C having discussions the better. Right now it's only David Ezell and myself.
[Tue 11:24:00] <dlongley>	David: I'm going.
[Tue 11:24:07] <dlongley>	manu: I don't know if anyone else will be going.
[Tue 11:24:30] <ShaneM>	It is possible that I will be there if all the stars align.
[Tue 11:24:37] <dlongley>	manu: We're going to try and do hallway conversation and talk with people about it and start building momentum there and in parallel contact the interviewees and talk about the charter and use cases and get input from people who gave input on the survey, etc.
[Tue 11:24:53] <dlongley>	manu: We've got a lot of things going, a lot of communication to do over the next month and a half. That's what we're shooting for.
[Tue 11:25:02] <dlongley>	manu: Any questions about the meeting?
[Tue 11:25:15] <dlongley>	manu: Any questions about the purpose of the AC meeting or what we need to get done by the AC meeting time?
[Tue 11:25:39] <manu>	Topic: Draft Charter Proposal
[Tue 11:25:44] <manu>	http://w3c.github.io/vctf/charter/proposal.html
[Tue 11:25:49] <dlongley>	manu: As some of you know, we took a real quick first stab at the charter, link in IRC.
[Tue 11:26:40] <dlongley>	manu: What would be really good if the folks on the phone would ... if you do nothing else over the next few weeks, I know everyone is busy, but please read the charter and provide your input on it. We need the VCTF to really look at the charter and whip it into shape. Grammatical stuff, ideas, whatever. This is the document we're going to be circulating to folks.
[Tue 11:27:00] <dlongley>	manu: We don't want anything in there to be controversial. We want people to say "Yes this is important and yes I will join the work."
[Tue 11:27:12] <dlongley>	erok210: What are the deadlines again?
[Tue 11:27:27] <dlongley>	manu: 15 days from now we need the charter done. By the end of this week, get your comments in on the charter.
[Tue 11:27:44] <erok210>	thanks
[Tue 11:27:45] <dlongley>	manu: So we can rev the charter. Then by the 15th we're going to circulate the charter with the advisory committee (400+ people).
[Tue 11:27:53] <dlongley>	ShaneM: So no pressure :)
[Tue 11:28:03] <dlongley>	manu: So we have a week to get comments in and a week to rev it.
[Tue 11:28:10] <dlongley>	ShaneM: Use cases in shape in the same time period?
[Tue 11:28:15] <dlongley>	manu: Yes, we'll talk about that next on agenda.
[Tue 11:29:04] <dlongley>	manu: Just to remind everyone, the charter is just a data format and set of syntaxes and a note specifying how these data models should be integrated into existing attribute exchange protocols and/or a recommendations on how to change those protocols and/or a new protocol needs to exist because, for example, the existing ones aren't privacy enhancing.
[Tue 11:29:21] <dlongley>	manu: So that's doing an analysis on how this stuff fits into the existing ecosystem today or if we need to build a new one.
[Tue 11:29:25] <dlongley>	manu: Any questions?
[Tue 11:29:31] <dlongley>	manu: Any concerns about the direction we're taking?
[Tue 11:29:34] <dlongley>	none
[Tue 11:29:43] <manu>	Topic: Use Cases Document
[Tue 11:29:53] <manu>	http://opencreds.org/specs/source/use-cases/
[Tue 11:30:09] <dlongley>	manu: Shane, Dan, Gregg, Brian did a fantastic job getting this into shape. Thank you everyone, thanks for getting it updated Shane.
[Tue 11:30:20] <dlongley>	manu: Whittling it down to 4-8 use cases is what we need to do next.
[Tue 11:30:26] *	dlongley rest in an appendix i presume
[Tue 11:31:02] <dlongley>	manu: We want to keep that these limited just for the advisory committee to consider and these people will give the charter 5 minutes of time and the use cases maybe 5 minutes, so we need to be very clear and concise on what we're asking them to consider.
[Tue 11:31:22] <dlongley>	brian: What is the interplay between the proposed charter, the potential set of industries that may/may not be involved, and the use cases we're considering in this initial go.
[Tue 11:32:00] <dlongley>	manu: Great question, I don't know. We definitely have education at the table, banking and finance can be at the table, the use cases should definitely have that. Healthcare is more of a stretch, Eric we need to lean heavily on the folks we know there but it may be hard to get them to the table.
[Tue 11:32:13] <ShaneM>	I think the document can reflect requirements for all of those sectors
[Tue 11:32:14] <dlongley>	manu: I think that's kind of the use cases we could focus on. That's my personal opinion, what do others thing?
[Tue 11:32:24] <dezell>	q+
[Tue 11:32:24] <voip-vctf>	dezell has been added to the queue: dezell
[Tue 11:32:26] <dlongley>	manu: Should we downplay some of those, focus on them?
[Tue 11:32:35] <manu>	q+ shanem
[Tue 11:32:35] <voip-vctf>	manu has been added to the queue: dezell, shanem
[Tue 11:32:38] <manu>	ack dezell 
[Tue 11:32:38] <voip-vctf>	dezell has the floor.
[Tue 11:33:02] <manu>	ack dezell 
[Tue 11:33:02] <voip-vctf>	dezell isn't on the speaker queue.
[Tue 11:33:05] <dlongley>	David: I just wanted to say that it sounds like a reasonable list and growing it too large works against purposes because of the time and the need to not be boiling the ocean.
[Tue 11:33:09] <manu>	ack ShaneM 
[Tue 11:33:09] <voip-vctf>	ShaneM isn't on the speaker queue.
[Tue 11:33:12] <manu>	ack shanem
[Tue 11:33:12] <voip-vctf>	shanem has the floor.
[Tue 11:34:06] <dlongley>	ShaneM: So a couple of things. First, the use case documents today talks about five different areas of requirements. To recap, the document is structured as requirements and supporting scenarios for them. We have user story backing for requirements. They are ordered so finance comes first where relevant. Then there are five categories, issuing, consuming, managing, endorsing/sharing.
[Tue 11:34:26] <dlongley>	ShaneM: I think we can take our sharing and managing for the purposes of this charter. Because we're only focused on the data structure
[Tue 11:34:27] *	dlongley format
[Tue 11:34:28] *	dlongley syntax
[Tue 11:35:04] <manu>	q+ to note that we're talking about data format and syntax(es), so use cases may need to be rewritten slightly to address what formats need to ensure protocol can operate in the future.
[Tue 11:35:04] <voip-vctf>	manu has been added to the queue: manu
[Tue 11:35:39] <dlongley>	ShaneM: We're not talking about protocol. If they are talking about protocol we can take out. We can get down to 8, sure, can we get down to the scenarios that back those 8 or fewer requirements, I think we can, but my goal would be to try and cover all the industries in those scenarios, even if they aren't at the table. If someone wants to show up I want them to be in there. I don't want to leave that out of this document unless the rest of the group disagrees with me.
[Tue 11:35:43] <manu>	ack manu 
[Tue 11:35:43] <voip-vctf>	manu has the floor (to note that we're talking about data format and syntax(es), so use cases may need to be rewritten slightly to address what formats need to ensure protocol can operate in the future.).
[Tue 11:36:07] <dlongley>	manu: So I agree with almost everything you said if not everything. To put a finer point on it, charter is limited to format/model/syntax, not protocol.
[Tue 11:36:29] <ShaneM>	http://opencreds.org/specs/source/use-cases/#uc-issuing-verifiability
[Tue 11:37:34] <ShaneM>	I would also like to develop a second document - extended use cases, that covers the rest of the "vision" so that we know what we would like to address eventually
[Tue 11:37:55] <dlongley>	manu: The use cases that we come up with have to talk more about expressing the claims vs. getting them from point A to point B. In the same vein, we don't want to accidentally put something into the data model so it makes it impossible to meet some protocol use cases that are coming down the line. Thinking about endorsement or counter signatures or unlinkability, or thinking about delegated authorization and how that works, and all of that could have requirements on the data model and syntax and get that into the use cases because if it's not in there people may say "that's not in the use cases" later and that could cause some trouble.
[Tue 11:38:06] <dlongley>	manu: Any other questions/comments on how to address the use cases?
[Tue 11:38:07] <dlongley>	+1 to manu
[Tue 11:38:49] <manu>	q+ +1 to vision, maybe we want a WG use cases document?
[Tue 11:38:49] <voip-vctf>	manu has been added to the queue: manu
[Tue 11:38:54] <dlongley>	ShaneM: I don't want to lose our existing use cases because there's a lot of data we've gathered and I want to have that vision ... the rest of the thing, not for AC consumption but for whatever. I don't want to lose track of that because we all know there's more work than just data model and syntax.
[Tue 11:38:57] *	dlongley appendix?
[Tue 11:39:14] <manu>	q+ to -0.5 appendix
[Tue 11:39:14] <voip-vctf>	manu has been added to the queue: manu, manu
[Tue 11:39:19] <dlongley>	ShaneM: An appendix makes the document big and it could be intimidating.
[Tue 11:39:21] <manu>	ack manu
[Tue 11:39:21] <voip-vctf>	manu has the floor (+1 to vision, maybe we want a WG use cases document?).
[Tue 11:39:22] <manu>	ack manu
[Tue 11:39:22] <voip-vctf>	manu has the floor (to -0.5 appendix).
[Tue 11:39:27] <dlongley>	ShaneM: Discussion for the task force to make?
[Tue 11:41:32] <dlongley>	manu: It's really important to give people an idea of vision, I'm wondering if we want to create another document that is specifically use cases for a credentials WG, here's a charter that goes along with it, and that's all we're asking people to approve right now, and then link to a larger doc. The idea of an appendix is good, but I'm worried that people may be scared off by it if it's attached to anything that is attached to a really constrained charter. People have a fear of complexity and it pushes people to not vote for something. Having a big use cases doc could generate that fear of complexity in the AC reps because they won't take the time to say what's not in scope and what is in scope for the charter. They will just jump to a bunch of conclusions. What about saying "This doc is all you need to pay attention to now" And then we bury the larger use cases somewhere in the charter or elsewhere.
[Tue 11:41:43] *	dlongley can we have a "in scope" "not in scope" section?
[Tue 11:41:48] *	dlongley just dump it all there
[Tue 11:42:17] <dlongley>	ShaneM: We have that opencredentials area and we could put all the use cases there, and say the community has looked at that and it this large thing, and for this charter we have this small thing now.
[Tue 11:42:49] <dlongley>	ShaneM: Restating, maybe we could use the opencreds space, the thing we have for use cases for the big document, the vision. This smaller document lives wherever, I don't know where it lives for stuff like this. It's not an IG deliverable, or a community deliverable. Hmm.
[Tue 11:43:26] <dlongley>	manu: Sounds like a question for David. The larger use cases doc should be in the community now. I don't see it moving away from that yet. I didn't hear consensus where the charter and the smaller use cases doc should be placed. Does it belong in the IG or in the CG for now?
[Tue 11:44:01] <dlongley>	David: It should probably be in the IG space as this is an IG task force. That may be a pain, but with the original use cases for the IG we pulled that onto the W3C server. If it's easier on github I defer to you, Shane.
[Tue 11:44:05] <manu>	q+ to ask if we can put it in IG workspace
[Tue 11:44:05] <voip-vctf>	manu has been added to the queue: manu
[Tue 11:44:17] <dlongley>	ShaneM: I think we can take it off line. Doesn't matter where it lives, just has to be somewhere.
[Tue 11:44:21] <dlongley>	dezell: The closer it is the better.
[Tue 11:44:23] <dlongley>	ShaneM: Makes sense.
[Tue 11:44:25] <manu>	ack manu
[Tue 11:44:25] <voip-vctf>	manu has the floor (to ask if we can put it in IG workspace).
[Tue 11:45:10] <dlongley>	manu: I have a strong preference to put it in the IG workspace, the VCTF is in the IG. That group needs to have some ownership over this document. The IG itself. And then there are concerns around IPR but I don't think there are any IPR issues with this stuff, so let's not make that a reason to have a problem with it because if we put it in the IG it's very clear, no issues.
[Tue 11:45:14] <ShaneM>	Is the wpig space under the w3c space on github?
[Tue 11:45:15] <dlongley>	manu: No IPR issues.
[Tue 11:45:36] <ShaneM>	I found it
[Tue 11:45:42] <ShaneM>	https://github.com/w3c/webpayments-ig
[Tue 11:46:24] <dlongley>	manu: We may want to circulate back with the IG and make sure they are ok with that -- meaning putting the charter proposal and the small use cases doc in WPIG space.
[Tue 11:46:34] <dlongley>	dezell: Ok. We'll let them know. They voted to have the task force so they are ok with it.
[Tue 11:46:46] <dlongley>	manu: Any other questions/concerns about use cases or what we're doing over the next couple of weeks?
[Tue 11:46:55] <dlongley>	manu: So let's assign actions then.
[Tue 11:47:06] <dlongley>	manu: I will take the lead on the charter.
[Tue 11:47:28] <dlongley>	manu: Please send feedback on the mailing list, the VCTF/Credentials CG/ or WPIG mailing list, whichever you have access to.
[Tue 11:47:33] <ShaneM>	let's make a top level VCTF folder?
[Tue 11:47:36] <dlongley>	manu: Feedback on the charter.
[Tue 11:47:47] <dlongley>	manu: So the call next week will focus on comments on the charter and the use cases.
[Tue 11:47:54] <dlongley>	manu: So also feedback on the use cases.
[Tue 11:48:05] <dlongley>	manu: Then we will rinse and repeat until we send out the charter and use cases.
[Tue 11:48:14] <hvnt7>	sounds good to me. I'm in.
[Tue 11:48:28] <hvnt7>	I also have a piece about this coming out in American Banker soon.
[Tue 11:48:29] <ottonomy>	I can socialize in education as well.
[Tue 11:48:29] <dlongley>	manu: Myself and David will do retail/etc. We'll rely on Eric/John to talk to education.
[Tue 11:48:32] <JohnTib>	+1 on pinging education community
[Tue 11:48:45] <dlongley>	manu: Any other comments/questions/concerns?
[Tue 11:48:56] <dlongley>	manu: Everyone have a clear idea of the plan moving forward?
[Tue 11:49:14] <dlongley>	manu: Great, thanks everyone, congrats to all on making it to the next stage in the process.
[Tue 11:49:31] <hvnt7>	Thanks all!
[Tue 11:49:31] <voip-vctf>	jasonweaver [SIP/sip2sip.info-0000089a] has left the conference.
[Tue 11:49:34] <voip-vctf>	Shane McCarron [SIP/callcentric.com-000008b1] has left the conference.
[Tue 11:49:34] <dlongley>	manu: We have a very short time frame, let's try and see what we can get done in that time frame and we'll get feedback at the end of the month on how we're doing. All chat next week.
[Tue 11:49:34] <dlongley>	Present+ goodell, lehn, collier, delorenzo, otto, kellogg, colleen, hofman, simmons

