[2020-04-21T16:09:09.506Z]	<Balazs>	present+
[2020-04-21T16:21:59.644Z]	<by_caballero>	yes
[2020-04-21T16:23:08.590Z]	<Kelly>	Announcements and Reminders. Upcoming event - IIW next week (April 28-30). Kaliya - host IIW virtually. Begin with grand opening circle - as we do IRL. Start at 8:00 PST. Co-create agenda live. Infrastructure, digital with breakout rooms, demo hours, fortuitous with activity going on around C-19 and user-centric ways to move forward in the work.
[2020-04-21T16:23:29.333Z]	<agropper>	q+ to announce Trustee Immunity Passport sprint https://bit.ly/Trustee-Summary
[2020-04-21T16:23:38.412Z]	<Kelly>	Kaliya-committed to accessibility. Range of prices - costs $ to run virtually. Welcome everyone to join and collaborate and move industry forward.
[2020-04-21T16:23:45.471Z]	<identitywoman_>	http://www.internetidentityworkshop.com
[2020-04-21T16:23:49.955Z]	<JoeAndrieu>	ack Gurvinder
[2020-04-21T16:24:01.353Z]	<identitywoman_>	registration - https://www.eventbrite.com/e/internet-identity-workshop-iiwxxx-30-2020a-tickets-79016788341
[2020-04-21T16:24:58.884Z]	<Kelly>	Gurvinder - intro - Founder CEO Digital Twin Labs - consulting services blockchain. Previous IBM blockchain and cloud unit - enterprise CTO. Has worked with, talked with others on call with MIT Labs, etc.
[2020-04-21T16:25:13.555Z]	<JoeAndrieu>	q?
[2020-04-21T16:25:17.711Z]	<JoeAndrieu>	ack agropper
[2020-04-21T16:26:29.973Z]	<Kelly>	Adrian - announcement. Placed link to a one-page summary - group is making an effort to demonstrate how people will issue immunity passports - if they knew how to (if tech is in place, not yet). Missing piece of credentials process because the infrastructure that allows these things to interoperate and create network effect probably needs to be done locally, rather than at the nation level. Contact me directly, maybe discuss more at IIW.
[2020-04-21T16:26:41.451Z]	<Kelly>	Adrian Gropper
[2020-04-21T16:26:44.997Z]	<JoeAndrieu>	https://github.com/w3c-ccg/community/issues?q=is%3Aopen+is%3Aissue+label%3A%22action%3A+review+next%22
[2020-04-21T16:26:58.757Z]	<identitywoman_>	q+ annoucement re new paper
[2020-04-21T16:27:05.764Z]	<JoeAndrieu>	https://github.com/w3c-ccg/community/issues/114
[2020-04-21T16:27:31.952Z]	<Orie>	github is sometimes down...
[2020-04-21T16:27:53.937Z]	<drummond_>	We just heard that on the last W3C call...
[2020-04-21T16:28:17.050Z]	<justin_r>	GitHub is having real issues right now, and it's spotty what's up and down
[2020-04-21T16:29:11.682Z]	<markus_sabadello>	q+
[2020-04-21T16:29:12.357Z]	<Kelly>	Next up - quick review of action items. 1) New work item proposal #114. Proposed by Anthony Ronning. emailed - specification describes blockchain links as a method of referencing blockchain based transactions in blocks. Former message of pulling up, referencing, JSON based - URI approach to referencing blockchain data. Current list of owners are Anthony and Manu. Open for comments or feedback - suggestions.
[2020-04-21T16:29:25.496Z]	<JoeAndrieu>	q?
[2020-04-21T16:29:27.251Z]	<ChristopherA>	q+
[2020-04-21T16:29:34.993Z]	<AnthonyRonning>	here's a spec link https://www.blockcerts.org/blockchain-links/
[2020-04-21T16:29:38.983Z]	<AnthonyRonning>	since github is down
[2020-04-21T16:29:48.914Z]	<identitywoman_>	Here is a new paper out today from Harvard's Ethics center who is putting out a series on ethical responses to COVID19. it mentions Verifiable Credentials and DIDs specifically.
[2020-04-21T16:29:52.471Z]	<identitywoman_>	https://ethics.harvard.edu/files/center-for-ethics/files/safracenterforethicswhitepaper8_01.pdf
[2020-04-21T16:29:52.637Z]	<Kelly>	Formal proposal within wheelhouse, mets requirements.
[2020-04-21T16:30:14.831Z]	<JoeAndrieu>	q?
[2020-04-21T16:30:19.494Z]	<JoeAndrieu>	ack identitywoman_
[2020-04-21T16:30:22.454Z]	<Kelly>	Kaliya.New paper out by Harvard - mentions credentials, from Center for ethics.
[2020-04-21T16:30:25.416Z]	<JoeAndrieu>	ack markus_sabadello
[2020-04-21T16:31:03.173Z]	<Kelly>	Interesting proposal - concepts look similar to DID methods and ideas on how to point to specific cases on the ledgers. Useful specification - supports.
[2020-04-21T16:31:06.678Z]	<JoeAndrieu>	ack ChristopherA
[2020-04-21T16:32:06.177Z]	<AnthonyRonning>	yeah absolutely Chris, thank you
[2020-04-21T16:32:09.459Z]	<JoeAndrieu>	q?
[2020-04-21T16:32:20.975Z]	<Kelly>	Christopher A - want to quickly say team will look at the coding using on DID that has blockchain lock transaction and index lock within the transaction - transactions can have multiple parts. Not saying use - has been vetted, it will tell you where in encoding ther's an error. Could be useful (acronym details missed by scribe)
[2020-04-21T16:32:46.902Z]	<ChristopherA>	+1
[2020-04-21T16:32:48.751Z]	<Kelly>	Adding a comment or a label saying approved - will follow up next time.
[2020-04-21T16:33:10.604Z]	<Kelly>	Is there a repo or do we need to create? Yes, need to create.
[2020-04-21T16:34:53.931Z]	<Lucy_Yang>	https://www.covidcreds.com/ - COVID Credentials Initiatives
[2020-04-21T16:35:22.672Z]	<Kelly>	Moves from Action Items to Main Topic of the day - several guests. Drummond - initial introductions. Lucy and group are here . Once C-19 situation became serious (for all of us with lockdowns), sort of a spontaneous generation throughout SSI community - digital credentials we have been working on for years - become important component of addressing challenges. Big thanks to Tony Rose - helped get this going. Got people energized. Started this community-organized
[2020-04-21T16:35:46.776Z]	<Kelly>	initiative that is now the CCI initiative. Drummond involved with Rules/Governance. One workstream Coordination and Communication - Lucy Yang is the leader of.
[2020-04-21T16:36:12.959Z]	<drummond_>	https://www.covidcreds.com/
[2020-04-21T16:36:50.257Z]	<Kelly>	Lucy: Thank you Drummond. Four colleagues - four workstreams of the initiative. Today, update from each workstream and scope. Talk about major progress and some of the top priorities. Any thoughts regarding W3 collaboration. After, welcome W3 site collaboration.
[2020-04-21T16:38:08.293Z]	<Kelly>	Taylor: sporadic participant on this call. With Learning Economy - around education and employment. Support mechanism. Help with coordination - internal and external facing. Quick high-level on Coordination. Broad overview of mission - promote and legitimize SSI and Digital Identity. VC, as well as a way to mitigate C-19 and reboot public trust. A lot of this started - AMA Bill Gates - eventual time
[2020-04-21T16:38:29.880Z]	<Kelly>	digital certificate - test - vaccine, recovery, etc. Digital Identity.
[2020-04-21T16:39:49.533Z]	<Kelly>	Hope to promote use of technology and help with reducing misinformation. Local and country solutions - aim to support efforts, VCs, DIDs, technologies to those efforts. 200+ contributors across four core workstreams.
[2020-04-21T16:40:03.015Z]	<MosesMa>	What are the four workstreams?
[2020-04-21T16:40:28.073Z]	<Kelly>	Four workstreams: Communication/Coordination, Use Case, Rules/Governance, Tools
[2020-04-21T16:41:22.703Z]	<Kelly>	Gurvinder: Use Case - 70+ people, typically 40 on call. Subgroups were organized (3), Healthcare (umbrella specialty across entire CCI Initiative), SSI, Value + global market and regulatory compliance.
[2020-04-21T16:42:27.200Z]	<Kelly>	Calibrate requirements for adopters. Switching to content of use cases: Hypotheses on certain use cases, prioritized/narrowed to 2-3 use cases. Web of Trust, Proof of Immunity by Exposer and Vaccine, Dedicated verified use case.
[2020-04-21T16:44:05.020Z]	<Kelly>	Michael Corning - Tools workstream. 130 people working - co-lead Paul Knowles. OCA and PC - one challenge - new tech we don't know about due to specialization of SSI. Understand geopolitical technology, then vendors, tools, technologies.
[2020-04-21T16:44:58.551Z]	<Kelly>	Michael - restart Sisters, OR economy - how much risk do individuals have in particular economic circumstances. Conceptual ideas on Tools team is interesting and useful; however, priority is if economy open too soon, what data management is needed to make rational decisions instead of emotional
[2020-04-21T16:45:28.756Z]	<Kelly>	Tools - groups in field trying to implement. Dedicated - Verified Use Case error. DELEGATED - Verified Use Case.
[2020-04-21T16:46:25.457Z]	<Kelly>	Establish a way to have public health authorities delegate to parties and test results are credentials for digital wallet, to go back to work or start transacting business.
[2020-04-21T16:47:18.373Z]	<Kelly>	Tools/Technologies - working opportunities with W3 and DID to discuss tools and technologies - something to work together and structure
[2020-04-21T16:49:45.951Z]	<Kelly>	Drummond: Rules/Governance With any credential solution - flipside of the tech is the governance. #1 goal - interoperable verifiable credentials for C-19 use cases. Rules = a primary tool. The group is self-organized led by Kelly and Chris. Volunteers on SGF. 40 volunteers. Early version of outline of first start GF - Principles and Core Policies. Closely coordinated with Use Cases as they come in the queue. And coordinate policy
[2020-04-21T16:50:23.921Z]	<Kelly>	decisions relative to tools and usage. Early emphasis - how do you trust Issuers? One of the first Gov frameworks in Scope - how do Issuers be part of a trust community and use something like a trust list, member directory, etc. How can
[2020-04-21T16:50:33.739Z]	<kimhd>	q?
[2020-04-21T16:50:58.482Z]	<Kelly>	they be bottom - up or in different juristictions top - down. One thing emphasized, due to global jurisdictions, internationally represented groups.
[2020-04-21T16:51:43.891Z]	<drummond_>	Kelly Cooper: the Rules group set up 4 geo co-leads around the world. The only geo missing is South America right now.
[2020-04-21T16:51:54.031Z]	<ChristopherA>	q+ to (after all speakers) to ask about risk modeling & privacy threat analysis efforts?
[2020-04-21T16:52:21.671Z]	<drummond_>	...One of the goals of the Rules group is a highly readable outside of identity or digital trust professionals...
[2020-04-21T16:53:02.595Z]	<drummond_>	...so the group is focused on documenting the relevant use cases and making it understandable to a very wide audience, including regulators.
[2020-04-21T16:53:59.071Z]	<drummond_>	Note that will need to drop in a few mins to go to another call...
[2020-04-21T16:54:03.731Z]	<Kelly>	Broader reading audience - CGF Credentials Governance Framework - simple documents with links to Controlled Documents and additional information.
[2020-04-21T16:54:10.524Z]	<kimhd>	q+
[2020-04-21T16:54:52.418Z]	<MosesMa>	q+
[2020-04-21T16:55:03.241Z]	<Kelly>	Including DIF, Evernym, etc. Self organizing and organizing initiatives. With Taylor, assemble meeting to make sure we have visibility to coordinate workstreams.
[2020-04-21T16:55:16.440Z]	<JoeAndrieu>	ack ChristopherA
[2020-04-21T16:55:19.732Z]	<Kelly>	Questions?
[2020-04-21T16:56:04.431Z]	<ChristopherA>	https://github.com/ChristopherA/Lists-of-High-Signal-Low-Noise-Links/blob/master/ImmunityCredentials-VerifiableClaims-COVID19.md
[2020-04-21T16:56:19.472Z]	<Kelly>	Christopher A. Collecting information on location privacy, immunity privacy - encourage links to specific proposals and information - will add to this list. Immunity Credentials and Verifiable Claims,
[2020-04-21T16:57:28.273Z]	<Kelly>	Christopher A. Didn't hear from work items, work on the issues of a risk model, threat analysis, ethics, law, technology problems. Everything in privacy considerations is a starting point for threats but 20% of problem. Unique - mostly we think of threats between issuer and subject. In this case
[2020-04-21T16:57:42.631Z]	<Orie>	q+ to mention vc-examples , interoperability, credential formats and IPR.
[2020-04-21T16:58:14.356Z]	<Kelly>	the Issuer, Subject, Verifiers are potentially overwhelmed by public good or public harm. Much bigger problem, interesting history (Ebola, Yellow Fever, HIV). Not seeing our communities drive this risk model forward. Hoping with 60+ companies in group, will consider.
[2020-04-21T16:58:19.441Z]	<drummond_>	+1 to the importance of the issues Christopher raises.
[2020-04-21T16:58:20.311Z]	<jonathan_holt>	q+
[2020-04-21T16:58:25.780Z]	<JoeAndrieu>	ack kimhd
[2020-04-21T16:58:50.676Z]	<drummond_>	Unfortunately I must leave the call now, but glad to have this opportunity to talk with CCG.
[2020-04-21T16:59:19.991Z]	<kimhd>	https://github.com/w3c-ccg/vc-examples/tree/master/docs
[2020-04-21T16:59:55.421Z]	<Lucy_Yang>	Thanks Chris for bringing it up! We do have a subgroup working on Privacy, Data Production and other important issues. We have come up with a high-level guideline while dedicated person with each workstream to ensure that being implemented
[2020-04-21T16:59:55.457Z]	<JoeAndrieu>	ack MosesMa
[2020-04-21T16:59:55.810Z]	<Kelly>	Kimhd: Mention this is important work. One thing that is confusing - new organization - every time we add without IP agreements in place, effort to allow joint discussions. Current efforts underway DIF stream focusing on C-19. Also C-19 credentials - question may not be reachable. Want to remind the importance of IP protection to contribute comfortably
[2020-04-21T17:00:34.418Z]	<JoeAndrieu>	q?
[2020-04-21T17:00:46.661Z]	<Kelly>	MosesMa: COVID Defender. Predictive Analytics and AI - What is your time to market for your deliverables? It's a fast moving situation. Good to know if work products are papers or running code and when it will ship?
[2020-04-21T17:00:51.931Z]	<JoeAndrieu>	ack Orie
[2020-04-21T17:01:18.821Z]	<Orie>	https://github.com/w3c-ccg/vc-examples/tree/master/docs/covid-19
[2020-04-21T17:01:22.690Z]	<tayken>	+1 Kim -- This has come up internally of late and I agree that it's critical to address sooner than later.
[2020-04-21T17:01:25.254Z]	<Orie>	https://github.com/decentralized-identity/c19-vc.com
[2020-04-21T17:02:31.904Z]	<Kelly>	Participating through Tools workstream Links to share with the community about work happening within CCG and DIF. Demo for using interoperable (call cutting out)... comfortable with credential format. No submarine IP related issues. Example of exact credential format with working, usable materials, for operators to follow = loss in interop. Please contribute to VC examples. CCG Contributor Agreement.
[2020-04-21T17:02:37.759Z]	<JoeAndrieu>	q?
[2020-04-21T17:02:45.491Z]	<JoeAndrieu>	ack jonathan_holt
[2020-04-21T17:03:25.657Z]	<Kelly>	Johnathan Holt - naive to IP protection. Don't hear in CCI - (background noise)
[2020-04-21T17:03:39.942Z]	<JoeAndrieu>	q?
[2020-04-21T17:05:37.423Z]	<Kelly>	Michael: use software available now. StreetCred offered free to tech to work on this problem. Can issue credentials from the portal - biggest problem is connecting - ability to write Sovrin Ledger - health department or whoever holding test results. Challenge - how to validate that code on the street. Options - QRCode - portable. Smart Cards.
[2020-04-21T17:05:58.323Z]	<MosesMa>	The issue is integrating with many DOH's, and whether this technology is globally deployable and scalable within a very difficult time frame.
[2020-04-21T17:06:19.832Z]	<JoeAndrieu>	q+ to suggest we be careful about assumptions of technology
[2020-04-21T17:06:31.051Z]	<Kelly>	When want to make the ability to share safety with others - smart code in wallet may be most convenient way. Most have smart phone. Side effect of virus may be another device at all times that transmits the information - smart card of immunity. Timing urgent. May not be perfect.
[2020-04-21T17:07:02.131Z]	<JoeAndrieu>	q?
[2020-04-21T17:07:03.593Z]	<Kelly>	Need to be aware of the details mentioned in meeting - important contribution to initiative.
[2020-04-21T17:07:14.194Z]	<JoeAndrieu>	ack JoeAndrieu
[2020-04-21T17:08:07.790Z]	<Kelly>	Joe Andrieu: Mentioned assuming all have smart phone. Encourage think of billions who don't have cell phones. A lot of work around Stewards and Guardians - someone near with phone? Open possibilities to everyone on the planet.
[2020-04-21T17:08:24.990Z]	<Kelly>	Trying to get to people tested
[2020-04-21T17:08:29.230Z]	<JoeAndrieu>	q?
[2020-04-21T17:08:32.621Z]	<korsimoro>	also - please respect the situation of verification when the network is problematic - so please *NO* reliance on some global ledger in some far away country.
[2020-04-21T17:09:22.660Z]	<Orie>	^ beware that a lot of the assumption around wallet / credential formats only work on certain ledgers.
[2020-04-21T17:09:38.132Z]	<JoeAndrieu>	q?
[2020-04-21T17:10:00.410Z]	<MosesMa>	How do we contact all of the CovidCred people on the call?
[2020-04-21T17:10:15.562Z]	<ChristopherA>	Next week meeting?
[2020-04-21T17:10:18.764Z]	<by_caballero>	https://www.covidcreds.com/
[2020-04-21T17:10:20.794Z]	<Lucy_Yang>	lucy@northernblock.ca
[2020-04-21T17:10:35.014Z]	<by_caballero>	https://docs.google.com/document/d/1FRYA-IpHNez7dY2ksDhafztF4u9XHDBWNHZ7P881y5I/edit?ts=5e854319#
[2020-04-21T17:10:43.187Z]	<MosesMa>	Bye!
[2020-04-21T17:11:01.332Z]	<tayken>	+1 Joe > access is also critical given homeless populations affected. Thanks for the time :)
[2020-04-21T17:13:06.884Z]	<JoeAndrieu_>	present+
[2020-04-21T17:13:16.660Z]	<JoeAndrieu_>	scribe: Kelly
[2020-04-21T17:17:53.494Z]	<dlehn>	voip-ccg: connections?
[2020-04-21T17:18:06.114Z]	<dlehn>	voip-ccg: disconnect b4f
